0.01	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	532.9	208.8	512	2623	3578.12	1.55418	0.0442022	0.00341373	0.00201824	90	30	0	0	0	0	0	0	75.9133	0.127967	9.00272	0.131049	13.3239	0.0935725	0.00702809	0.00190548	1.55726	0.0442514
0.015	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	167.3	74.52	161.4	795.5	9049.05	10.8372	0.0913239	0.0100396	0.00228898	98.8889	3.33333	0	0	0	0	1.11111	3.33333	55.8162	0.129488	21.7154	0.141511	10.847	0.0676143	0.0118469	0.00279654	10.8472	0.0913526
0.02	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	80.96	43.15	77.79	344.1	4154.27	28.5572	0.0655822	0.0663735	0.00872461	99.8413	0.47619	0	0	0	0	0.15873	0.47619	37.8597	0.0930984	22.9644	0.0841956	9.05932	0.0582169	0.0146605	0.00262698	28.6234	0.066159
0.03	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	37.56	27.06	35.38	112.8	1346.61	54.3276	0.173621	0.464329	0.017122	98.597	0.417636	0.649802	0.41894	0.106136	0.106251	0.647054	0.295211	21.73	0.100131	13.7189	0.0854498	7.28241	0.061264	0.0116459	0.00308469	54.7854	0.174451
0.04	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	26.83	22.75	24.85	56.85	596.53	64.4214	0.138119	1.33529	0.0330341	96.7805	0.325521	1.7239	0.308156	0.900487	0.210291	0.595144	0.184108	16.4444	0.107627	8.31156	0.0768606	6.53833	0.0660387	0.0101403	0.0029257	65.7137	0.141838
0.05	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	22.69	20.84	20.8	36.81	316.88	67.6136	0.206865	2.76077	0.0416326	94.3441	0.350538	2.92527	0.378513	2.18528	0.189498	0.545337	0.0970755	14.3911	0.123729	5.82213	0.0980782	6.18898	0.0803672	0.00722877	0.00249216	70.2183	0.210783
0.06	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	20.59	19.7	18.75	27.78	190.04	68.1922	0.175509	4.79124	0.0696482	91.4321	0.346136	4.88702	0.225727	3.15126	0.219331	0.529617	0.0905367	13.14	0.0970047	4.53634	0.0848577	5.94256	0.0675786	0.00883457	0.00275977	72.5729	0.18744
0.08	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	18.37	18.23	16.62	20.18	87.54	64.6422	0.16861	10.5962	0.0798526	86.3338	0.225432	9.03389	0.236286	4.11003	0.168209	0.522261	0.0574264	11.9261	0.0681521	3.4386	0.0685888	5.52604	0.0389299	0.00712827	0.00138068	73.7902	0.183719
0.1	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	17.07	17.19	15.41	17.04	50.45	57.7942	0.203151	18.2345	0.162467	79.3938	0.244783	15.3427	0.301562	4.65453	0.109366	0.607924	0.0605384	11.1254	0.100072	2.93084	0.0518324	5.31228	0.0542218	0.00873507	0.00224761	72.2712	0.244746
0.15	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	15.05	15.34	13.56	13.78	22.5	36.7965	0.147182	36.7922	0.151414	63.281	0.270677	28.7756	0.264015	7.1713	0.150648	0.736258	0.0440888	9.9713	0.0756302	2.44428	0.0570959	4.81778	0.0747686	0.00773119	0.00261978	60.079	0.201894
0.2	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	13.7	14.02	12.33	12.23	15.212	21.4798	0.114809	47.3591	0.0850329	47.4342	0.224148	39.4751	0.266607	12.1187	0.154962	0.817258	0.0397699	9.16088	0.0922822	2.2102	0.0499819	4.45163	0.0623727	0.00863463	0.00321297	43.9441	0.161483
0.3	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	11.86	12.17	10.67	10.42	10.668	8.37057	0.0757525	53.5785	0.13369	29.069	0.218151	49.7398	0.158026	19.8651	0.106264	0.90189	0.0434324	8.03163	0.0531516	1.93814	0.0330162	3.92807	0.0640018	0.01014	0.00226545	23.9453	0.144604
0.4	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	10.61	10.89	9.549	9.276	8.9602	4.17023	0.0493644	54.0422	0.149573	20.5754	0.12193	53.2935	0.195683	24.5601	0.158028	0.939343	0.0452106	7.20726	0.0547645	1.74653	0.0427103	3.5824	0.0449064	0.00973842	0.00220121	15.2896	0.0878972
0.5	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	9.687	9.947	8.712	8.445	7.9741	2.44984	0.0582424	52.9987	0.102339	16.2847	0.166374	54.4359	0.171752	27.4699	0.174	0.978705	0.0294593	6.62228	0.10015	1.63245	0.0331775	3.27073	0.0460114	0.0100403	0.00269399	11.0805	0.106981
0.6	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	8.956	9.198	8.055	7.802	7.2868	1.62174	0.0493033	51.6759	0.12954	13.619	0.133584	54.9448	0.19803	29.4893	0.187614	1.01939	0.0202475	6.16369	0.0957394	1.49323	0.0416659	3.03546	0.0368726	0.0109434	0.00389957	8.6595	0.0866445
0.8	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	7.865	8.078	7.074	6.841	6.3324	0.887988	0.0313122	48.9067	0.105107	10.6081	0.200085	54.9375	0.263356	32.2952	0.175743	1.02835	0.0491904	5.46811	0.0464774	1.31642	0.0300291	2.7198	0.0438655	0.00983991	0.00313686	6.07606	0.103346
1	100000	500	500	500	-40	40	-40	40	0	80	0.001	0.0013	1.225e-06	0.0027	0.00532	7.072	7.262	6.358	6.146	5.6672	0.589951	0.0250942	46.3126	0.152349	9.05687	0.114564	54.4524	0.119061	34.117	0.180377	1.09235	0.0575424	4.95125	0.0537354	1.2039	0.0413503	2.45168	0.0553083	0.0074298	0.0028474	4.78442	0.0602927
