#Distancia emision (mm) 	 Distancia captura desde emision 	 Distancia captura en detector (mm)
4.8804880	7.9607961	12.8412841
4.7324732	6.6766677	11.4091409
1.3601360	6.4366437	7.7967797
0.9000900	0.6280628	1.5281528
1.1721172	10.0210021	11.1931193
1.1801180	2.3202320	3.5003500
1.8001800	9.3849385	11.1851185
4.6764676	6.9246925	11.6011601
4.6884688	3.3883388	8.0768077
2.0562056	0.5640564	2.6202620
1.8081808	9.0729073	10.8810881
3.0763076	7.6767677	10.7530753
0.2040204	10.4410441	10.6450645
1.5441544	0.7680768	2.3122312
0.3800380	10.1650165	10.5450545
4.9364936	3.0243024	7.9607961
3.7083708	7.2487249	10.9570957
2.1442144	8.4208421	10.5650565
2.2962296	8.8328833	11.1291129
3.4123412	1.6521652	5.0645065
4.0324032	7.5487549	11.5811581
0.7360736	1.8561856	2.5922592
1.4561456	10.0610061	11.5171517
1.9721972	8.6968697	10.6690669
1.2561256	9.3369337	10.5930593
2.1202120	5.9005901	8.0208021
1.5841584	8.9688969	10.5530553
2.8802880	8.5288529	11.4091409
3.2163216	7.3887389	10.6050605
3.4643464	7.1087109	10.5730573
3.6843684	7.5247525	11.2091209
2.6002600	11.1291129	13.7293729
1.4401440	9.0729073	10.5130513
1.7921792	8.8368837	10.6290629
4.5164516	7.6047605	12.1212121
0.2440244	2.1562156	2.4002400
3.8563856	6.6526653	10.5090509
1.3001300	9.6569657	10.9570957
1.1641164	10.8610861	12.0252025
2.4482448	8.1088109	10.5570557
1.8481848	8.9288929	10.7770777
0.8880888	10.0370037	10.9250925
3.2603260	7.3927393	10.6530653
4.1284128	7.2087209	11.3371337
3.3123312	7.5007501	10.8130813
3.0123012	7.6087609	10.6210621
4.9564956	6.0446045	11.0011001
0.6280628	11.2171217	11.8451845
1.6561656	9.5529553	11.2091209
3.2483248	7.5207521	10.7690769
2.3602360	8.1968197	10.5570557
1.0921092	2.3002300	3.3923392
0.0960096	10.8010801	10.8970897
2.2642264	8.3288329	10.5930593
0.2680268	11.3011301	11.5691569
3.7963796	8.2408241	12.0372037
3.9643964	7.1687169	11.1331133
4.9644964	6.4566457	11.4211421
0.8120812	7.2647265	8.0768077
1.4561456	10.2290229	11.6851685
1.7721772	9.1009101	10.8730873
1.3721372	10.2210221	11.5931593
4.0444044	7.2127213	11.2571257
2.6602660	8.8968897	11.5571557
3.4323432	13.0733073	16.5056506
1.6841684	3.0523052	4.7364736
3.5123512	7.1607161	10.6730673
4.4844484	6.5206521	11.0051005
3.4003400	7.9287929	11.3291329
4.1404140	8.5328533	12.6732673
4.3324332	6.3926393	10.7250725
3.0923092	7.9767977	11.0691069
3.3523352	7.4367437	10.7890789
0.8120812	10.2010201	11.0131013
0.6800680	10.4290429	11.1091109
3.9043904	6.8646865	10.7690769
0.8800880	10.1370137	11.0171017
3.9643964	6.5366537	10.5010501
3.3163316	7.5887589	10.9050905
3.0563056	1.8561856	4.9124912
4.9884988	6.1966197	11.1851185
3.9123912	6.6366637	10.5490549
4.8684868	6.4206421	11.2891289
4.2124212	6.6646665	10.8770877
0.6400640	2.7602760	3.4003400
2.1642164	8.3408341	10.5050505
3.1763176	7.5087509	10.6850685
3.9923992	6.8446845	10.8370837
2.5602560	8.3608361	10.9210921
2.6242624	7.9607961	10.5850585
3.7323732	7.3847385	11.1171117
2.6642664	8.3048305	10.9690969
3.3603360	7.7607761	11.1211121
2.6122612	8.3888389	11.0011001
4.8324832	6.3886389	11.2211221
1.7521752	8.7768777	10.5290529
3.7083708	8.3288329	12.0372037
2.0322032	8.7168717	10.7490749
0.6360636	10.0850085	10.7210721
1.2161216	9.6649665	10.8810881
0.1080108	10.5850585	10.6930693
1.1761176	1.1801180	2.3562356
2.7282728	7.7807781	10.5090509
1.9961996	2.1642164	4.1604160
3.8123812	4.4004400	8.2128213
3.6643664	7.2767277	10.9410941
4.6404640	6.8006801	11.4411441
4.4324432	6.8126813	11.2451245
0.6520652	10.1650165	10.8170817
2.9922992	8.2568257	11.2491249
4.2804280	6.7046705	10.9850985
2.8602860	7.9687969	10.8290829
2.0842084	6.0846085	8.1688169
2.3282328	5.8325833	8.1608161
0.3960396	10.2890289	10.6850685
3.6243624	7.0327033	10.6570657
2.6042604	8.1528153	10.7570757
1.6121612	9.1489149	10.7610761
4.2124212	6.3766377	10.5890589
2.6322632	1.8121812	4.4444444
0.7320732	11.2491249	11.9811981
3.0563056	7.5567557	10.6130613
3.0923092	7.5607561	10.6530653
1.8241824	9.0209021	10.8450845
2.2762276	1.8401840	4.1164116
2.9842984	7.7007701	10.6850685
2.3842384	0.5160516	2.9002900
0.5720572	10.3130313	10.8850885
1.6801680	8.8328833	10.5130513
1.8561856	8.7928793	10.6490649
4.7524752	6.9326933	11.6851685
1.0601060	9.9289929	10.9890989
3.4523452	7.9767977	11.4291429
1.6041604	9.4969497	11.1011101
4.5484548	6.6326633	11.1811181
0.1880188	10.9570957	11.1451145
0.2400240	0.6240624	0.8640864
1.8201820	9.0329033	10.8530853
3.2483248	4.9404940	8.1888189
0.1800180	7.6487649	7.8287829
4.3844384	6.2846285	10.6690669
0.5960596	10.0850085	10.6810681
2.0562056	8.8208821	10.8770877
2.6482648	8.3008301	10.9490949
4.1604160	6.5206521	10.6810681
0.4440444	10.8330833	11.2771277
3.7243724	7.3727373	11.0971097
4.0684068	6.5366537	10.6050605
3.8003800	7.2367237	11.0371037
1.3321332	10.0330033	11.3651365
3.7603760	9.1569157	12.9172917
3.3683368	7.7167717	11.0851085
2.2922292	2.4642464	4.7564756
1.1041104	0.0640064	1.1681168
4.0284028	7.0127013	11.0411041
1.0441044	9.6329633	10.6770677
0.4640464	7.6127613	8.0768077
1.5081508	9.7529753	11.2611261
3.0203020	7.6527653	10.6730673
3.3523352	9.4289429	12.7812781
0.1880188	10.4130413	10.6010601
4.9724972	7.2887289	12.2612261
4.9244924	5.6605661	10.5850585
3.8763876	7.5607561	11.4371437
3.4603460	8.5128513	11.9731973
4.3004300	6.3046305	10.6050605
0.6760676	10.2850285	10.9610961
0.2720272	10.6490649	10.9210921
4.9044904	5.8725873	10.7770777
3.6243624	7.1407141	10.7650765
4.8644864	3.1243124	7.9887989
1.3401340	9.3249325	10.6650665
3.8403840	6.7846785	10.6250625
0.4640464	10.1290129	10.5930593
0.8320832	10.6690669	11.5011501
2.6602660	9.1369137	11.7971797
1.6241624	10.0610061	11.6851685
4.3684368	6.9006901	11.2691269
1.8321832	8.7648765	10.5970597
3.9003900	6.9166917	10.8170817
4.1204120	6.5526553	10.6730673
2.6402640	8.3328333	10.9730973
1.2321232	2.9802980	4.2124212
2.1882188	8.4648465	10.6530653
2.9442944	8.1768177	11.1211121
0.6240624	7.1647165	7.7887789
0.0440044	12.0132013	12.0572057
0.2360236	10.9290929	11.1651165
4.3484348	6.7086709	11.0571057
0.1280128	4.3804380	4.5084508
3.4203420	0.9680968	4.3884388
3.6923692	7.2247225	10.9170917
1.5001500	10.6010601	12.1012101
4.3124312	6.5686569	10.8810881
0.6440644	11.2171217	11.8611861
2.7882788	8.5728573	11.3611361
0.9920992	10.2290229	11.2211221
1.3441344	9.4209421	10.7650765
4.6404640	5.9765977	10.6170617
4.9404940	5.8565857	10.7970797
4.8564856	5.7405741	10.5970597
0.1480148	10.3890389	10.5370537
2.3682368	8.5648565	10.9330933
2.0642064	8.6448645	10.7090709
2.3882388	8.7488749	11.1371137
3.0243024	7.8047805	10.8290829
0.3760376	10.4850485	10.8610861
3.0043004	7.8087809	10.8130813
0.3840384	2.2162216	2.6002600
3.0043004	9.1929193	12.1972197
4.6524652	6.2326233	10.8850885
1.5001500	9.0569057	10.5570557
1.5441544	9.7769777	11.3211321
4.2964296	6.4526453	10.7490749
0.7720772	10.3530353	11.1251125
1.6001600	8.9688969	10.5690569
4.2884288	9.6769677	13.9653965
1.3041304	11.2091209	12.5132513
3.9363936	8.2128213	12.1492149
1.7641764	9.6049605	11.3691369
1.8241824	9.7689769	11.5931593
2.9122912	7.8247825	10.7370737
0.2480248	10.4010401	10.6490649
2.7402740	8.4288429	11.1691169
0.3040304	10.2490249	10.5530553
3.0683068	7.4447445	10.5130513
3.9363936	6.9326933	10.8690869
3.0723072	7.4607461	10.5330533
0.2120212	11.1131113	11.3251325
0.3880388	10.2610261	10.6490649
4.7324732	5.8365837	10.5690569
3.0203020	0.5200520	3.5403540
0.3000300	7.5487549	7.8487849
3.4163416	7.8207821	11.2371237
4.5644564	6.2166217	10.7810781
2.8122812	7.7287729	10.5410541
0.3160316	10.5330533	10.8490849
4.7084708	6.5166517	11.2251225
0.0000000	11.3971397	11.3971397
0.7040704	9.8649865	10.5690569
2.8842884	8.0088009	10.8930893
0.5840584	10.1930193	10.7770777
1.9361936	8.5848585	10.5210521
3.9843984	6.5166517	10.5010501
4.5924592	0.0800080	4.6724672
0.4400440	10.4730473	10.9130913
1.3121312	9.9809981	11.2931293
4.9244924	5.6005601	10.5250525
1.8161816	6.2206221	8.0368037
1.1801180	10.0690069	11.2491249
2.6522652	8.1048105	10.7570757
0.8920892	10.2290229	11.1211121
3.6283628	7.1847185	10.8130813
1.6081608	9.1329133	10.7410741
1.0361036	9.6129613	10.6490649
2.6122612	0.1520152	2.7642764
0.6200620	10.1010101	10.7210721
4.6884688	6.0366037	10.7250725
2.5242524	8.1328133	10.6570657
1.9641964	0.0680068	2.0322032
4.2444244	6.7046705	10.9490949
1.5681568	8.9488949	10.5170517
1.6961696	9.8449845	11.5411541
2.8482848	7.7127713	10.5610561
3.7763776	7.8207821	11.5971597
3.6843684	7.1607161	10.8450845
0.1840184	3.8043804	3.9883988
1.5681568	9.0049005	10.5730573
3.5563556	7.2727273	10.8290829
2.8802880	7.9727973	10.8530853
2.4242424	8.4568457	10.8810881
1.2041204	2.1802180	3.3843384
4.3684368	7.3247325	11.6931693
4.7644764	6.5366537	11.3011301
1.3041304	0.6720672	1.9761976
1.3001300	9.5209521	10.8210821
1.9641964	9.0689069	11.0331033
3.6083608	7.7247725	11.3331333
3.5123512	4.4004400	7.9127913
0.9400940	9.5849585	10.5250525
2.3162316	9.0649065	11.3811381
4.5964596	5.9765977	10.5730573
1.9961996	8.7088709	10.7050705
2.7682768	8.7728773	11.5411541
4.8124812	5.7605761	10.5730573
2.5242524	8.9128913	11.4371437
1.8681868	0.7440744	2.6122612
0.7120712	12.1972197	12.9092909
4.4764476	3.6403640	8.1168117
3.3643364	7.2247225	10.5890589
2.7402740	1.8881888	4.6284628
1.4681468	9.1249125	10.5930593
3.3283328	7.3167317	10.6450645
3.0083008	7.9847985	10.9930993
0.9400940	9.8249825	10.7650765
1.0841084	9.6729673	10.7570757
2.8162816	9.3169317	12.1332133
2.3842384	9.0289029	11.4131413
0.8360836	9.9249925	10.7610761
3.9403940	6.6446645	10.5850585
4.0484048	7.3887389	11.4371437
2.0762076	1.1961196	3.2723272
1.7201720	9.2729273	10.9930993
1.9721972	9.1769177	11.1491149
1.2921292	2.5202520	3.8123812
4.0324032	6.8046805	10.8370837
1.0361036	9.7529753	10.7890789
0.3440344	4.3604360	4.7044704
2.1242124	0.7920792	2.9162916
3.1483148	7.3727373	10.5210521
2.8562856	7.9887989	10.8450845
3.5643564	8.1288129	11.6931693
4.9164916	5.6645665	10.5810581
3.1723172	7.9687969	11.1411141
3.5843584	7.3127313	10.8970897
4.9404940	6.1686169	11.1091109
2.7122712	8.3648365	11.0771077
1.2241224	9.8649865	11.0891089
1.2921292	0.9840984	2.2762276
1.6001600	0.8320832	2.4322432
1.2321232	9.6649665	10.8970897
3.2443244	7.6287629	10.8730873
4.4364436	6.3206321	10.7570757
1.9881988	8.6728673	10.6610661
4.8044804	5.8405841	10.6450645
0.3560356	10.9050905	11.2611261
4.8404840	6.9006901	11.7411741
0.2240224	0.2640264	0.4880488
0.2760276	7.9447945	8.2208221
2.8082808	8.0688069	10.8770877
2.7842784	7.9007901	10.6850685
4.0724072	7.1487149	11.2211221
4.0164016	7.2207221	11.2371237
0.0960096	1.1361136	1.2321232
1.8601860	0.1680168	2.0282028
4.1564156	6.9526953	11.1091109
3.1443144	0.2480248	3.3923392
1.1601160	6.6486649	7.8087809
1.1801180	9.5089509	10.6890689
4.4084408	6.2566257	10.6650665
3.7243724	7.1087109	10.8330833
3.9203920	6.7046705	10.6250625
4.1644164	6.8806881	11.0451045
3.5923592	7.7327733	11.3251325
0.2120212	10.3650365	10.5770577
1.9721972	8.8488849	10.8210821
1.4001400	6.6646665	8.0648065
4.9604960	6.1686169	11.1291129
0.6720672	1.5601560	2.2322232
3.1483148	8.3648365	11.5131513
2.4082408	8.1848185	10.5930593
0.0480048	10.6490649	10.6970697
3.0123012	7.6167617	10.6290629
3.5123512	7.4247425	10.9370937
4.1164116	6.8766877	10.9930993
0.1640164	10.8250825	10.9890989
1.8641864	9.1889189	11.0531053
2.1122112	6.0046005	8.1168117
0.5440544	12.1732173	12.7172717
4.5724572	7.6127613	12.1852185
0.4160416	10.3050305	10.7210721
1.9041904	8.9728973	10.8770877
1.1641164	10.0250025	11.1891189
4.5804580	7.8287829	12.4092409
4.8524852	7.1767177	12.0292029
0.6560656	1.4721472	2.1282128
4.2284228	6.7846785	11.0131013
3.1723172	7.4127413	10.5850585
3.7483748	7.0087009	10.7570757
4.7884788	6.2326233	11.0211021
0.8040804	10.0330033	10.8370837
3.7123712	6.9326933	10.6450645
4.8644864	6.5726573	11.4371437
4.1004100	6.7166717	10.8170817
0.4680468	1.6641664	2.1322132
0.7760776	9.9409941	10.7170717
3.3523352	8.3368337	11.6891689
3.0323032	7.5767577	10.6090609
3.7243724	4.1484148	7.8727873
0.4560456	10.5850585	11.0411041
3.2523252	7.9487949	11.2011201
3.2123212	7.5007501	10.7130713
4.3564356	6.3246325	10.6810681
0.7600760	10.3370337	11.0971097
2.1842184	8.9168917	11.1011101
1.7121712	10.7610761	12.4732473
2.2242224	9.4489449	11.6731673
0.9960996	11.2531253	12.2492249
1.7121712	9.5649565	11.2771277
2.8122812	7.7567757	10.5690569
4.3404340	6.5646565	10.9050905
4.9564956	6.9966997	11.9531953
4.9364936	6.9886989	11.9251925
4.2364236	7.4287429	11.6651665
2.2202220	9.7569757	11.9771977
1.6881688	2.4482448	4.1364136
0.7680768	11.3611361	12.1292129
0.7080708	0.3440344	1.0521052
1.6321632	9.0489049	10.6810681
2.0962096	8.4168417	10.5130513
0.1800180	3.6003600	3.7803780
3.2283228	7.7327733	10.9610961
0.2840284	0.7880788	1.0721072
2.3642364	8.3248325	10.6890689
3.2883288	7.3167317	10.6050605
0.5960596	10.3250325	10.9210921
2.0162016	9.2489249	11.2651265
0.8880888	10.4530453	11.3411341
4.1324132	6.5126513	10.6450645
2.0002000	9.3729373	11.3731373
0.5760576	9.9609961	10.5370537
0.1400140	10.9130913	11.0531053
4.4164416	7.6207621	12.0372037
1.3121312	9.9849985	11.2971297
3.3723372	7.9407941	11.3131313
2.4522452	8.1048105	10.5570557
0.4240424	10.4530453	10.8770877
1.7601760	9.3009301	11.0611061
1.3841384	9.1649165	10.5490549
1.5921592	9.2009201	10.7930793
0.1760176	2.2722272	2.4482448
2.6202620	8.3648365	10.9850985
2.8402840	8.0048005	10.8450845
4.1764176	6.4486449	10.6250625
3.8883888	6.8366837	10.7250725
0.6520652	9.8729873	10.5250525
0.2720272	10.3250325	10.5970597
3.8163816	6.7206721	10.5370537
1.8281828	2.4602460	4.2884288
4.1284128	6.6166617	10.7450745
3.4203420	7.4207421	10.8410841
0.2760276	10.2450245	10.5210521
4.7084708	6.0526053	10.7610761
3.6723672	7.7847785	11.4571457
2.3882388	9.5569557	11.9451945
1.4761476	9.0729073	10.5490549
2.8162816	8.7728773	11.5891589
3.9043904	6.8166817	10.7210721
0.6280628	3.0443044	3.6723672
3.1723172	7.4967497	10.6690669
4.3244324	6.3406341	10.6650665
3.0683068	7.5887589	10.6570657
4.7524752	5.9205921	10.6730673
4.4124412	7.2007201	11.6131613
0.8040804	10.4930493	11.2971297
0.7120712	9.9449945	10.6570657
4.6724672	5.9845985	10.6570657
1.0641064	9.5129513	10.5770577
3.8723872	6.7406741	10.6130613
3.8283828	7.5487549	11.3771377
1.2041204	9.5929593	10.7970797
1.8561856	9.6329633	11.4891489
1.4761476	9.0489049	10.5250525
4.3404340	6.7686769	11.1091109
2.9842984	9.1929193	12.1772177
2.6362636	8.5008501	11.1371137
3.0483048	7.8167817	10.8650865
2.9842984	0.7080708	3.6923692
0.5560556	7.5967597	8.1528153
3.4083408	8.1448145	11.5531553
4.7764776	7.3767377	12.1532153
1.4321432	9.4849485	10.9170917
4.3444344	7.5767577	11.9211921
0.2760276	10.5130513	10.7890789
2.2762276	8.4368437	10.7130713
0.2760276	10.5490549	10.8250825
4.5164516	6.6966697	11.2131213
3.5523552	4.3004300	7.8527853
3.0163016	7.8127813	10.8290829
2.7762776	7.9447945	10.7210721
4.7124712	5.8925893	10.6050605
4.2244224	7.9647965	12.1892189
2.1282128	2.3562356	4.4844484
0.1680168	11.1691169	11.3371337
0.1000100	10.7210721	10.8210821
0.2640264	10.3090309	10.5730573
3.0603060	7.7167717	10.7770777
4.1084108	8.6968697	12.8052805
1.6881688	9.8729873	11.5611561
0.6440644	10.6810681	11.3251325
0.7400740	10.0570057	10.7970797
3.1923192	7.6527653	10.8450845
3.4723472	7.3207321	10.7930793
3.4563456	8.1488149	11.6051605
3.8683868	7.2367237	11.1051105
4.4364436	8.5408541	12.9772977
3.1603160	7.8087809	10.9690969
0.9960996	10.6050605	11.6011601
0.3680368	1.7961796	2.1642164
3.5603560	0.8760876	4.4364436
3.1363136	10.7130713	13.8493849
4.6564656	8.6728673	13.3293329
1.5761576	10.0650065	11.6411641
1.9361936	8.9808981	10.9170917
4.8324832	5.8205821	10.6530653
4.2604260	7.1207121	11.3811381
3.7723772	7.0047005	10.7770777
4.7284728	7.0207021	11.7491749
4.6804680	0.3640364	5.0445045
4.9124912	5.6685669	10.5810581
4.5284528	7.1127113	11.6411641
0.3520352	10.2290229	10.5810581
0.3880388	10.8450845	11.2331233
0.8560856	9.7129713	10.5690569
0.7320732	10.0130013	10.7450745
3.5403540	7.0567057	10.5970597
0.9560956	9.8729873	10.8290829
0.1920192	10.5370537	10.7290729
0.1880188	10.8530853	11.0411041
0.4760476	1.8761876	2.3522352
1.7041704	9.0649065	10.7690769
3.6163616	7.0487049	10.6650665
4.6724672	3.1323132	7.8047805
0.0880088	10.8210821	10.9090909
4.5924592	5.9165917	10.5090509
3.9323932	7.0847085	11.0171017
3.7723772	7.0447045	10.8170817
3.4563456	7.0447045	10.5010501
3.3483348	0.3720372	3.7203720
4.5404540	7.2367237	11.7771777
1.0681068	9.5409541	10.6090609
0.4200420	11.3051305	11.7251725
2.1122112	8.8928893	11.0051005
0.0280028	10.7530753	10.7810781
1.6201620	9.3249325	10.9450945
0.1240124	10.5090509	10.6330633
1.4321432	9.6809681	11.1131113
2.5442544	8.0128013	10.5570557
3.5883588	8.8448845	12.4332433
4.3484348	6.2406241	10.5890589
3.2803280	8.0688069	11.3491349
1.4481448	9.5089509	10.9570957
4.1204120	6.4686469	10.5890589
0.1440144	11.7891789	11.9331933
0.5440544	7.2527253	7.7967797
3.6243624	7.5247525	11.1491149
3.6443644	7.1887189	10.8330833
0.5720572	10.5930593	11.1651165
1.5761576	9.0609061	10.6370637
4.3204320	6.8366837	11.1571157
3.1523152	1.1881188	4.3404340
1.4801480	9.5929593	11.0731073
3.8243824	8.4168417	12.2412241
4.7724772	6.6006601	11.3731373
4.2324232	0.5880588	4.8204820
3.0483048	8.3528353	11.4011401
0.1200120	4.5804580	4.7004700
0.8520852	10.4010401	11.2531253
2.1442144	8.6008601	10.7450745
1.8801880	9.1329133	11.0131013
3.8443844	7.0647065	10.9090909
1.0841084	0.9920992	2.0762076
0.7160716	9.8529853	10.5690569
2.2882288	9.8049805	12.0932093
3.9803980	7.2367237	11.2171217
2.1042104	1.1641164	3.2683268
4.5844584	5.9885989	10.5730573
2.4922492	1.4441444	3.9363936
0.2920292	10.5930593	10.8850885
2.1482148	8.5368537	10.6850685
4.7924792	6.7446745	11.5371537
4.2044204	6.3246325	10.5290529
3.1643164	7.5687569	10.7330733
3.0123012	7.5807581	10.5930593
3.8843884	0.6920692	4.5764576
3.9043904	6.8566857	10.7610761
1.2041204	9.4009401	10.6050605
2.5362536	10.0050005	12.5412541
0.4200420	3.3683368	3.7883788
4.0844084	7.0927093	11.1771177
2.8082808	7.7847785	10.5930593
2.4362436	0.5520552	2.9882988
0.3520352	10.9890989	11.3411341
3.6763676	7.3247325	11.0011001
0.6520652	10.0210021	10.6730673
3.2083208	1.5721572	4.7804780
4.3004300	6.3966397	10.6970697
0.9440944	9.8609861	10.8050805
3.0123012	8.4008401	11.4131413
4.8764876	6.2166217	11.0931093
4.2524252	7.1807181	11.4331433
2.9202920	7.7887789	10.7090709
3.9283928	6.5726573	10.5010501
2.9922992	8.9688969	11.9611961
2.4922492	8.2168217	10.7090709
4.6444644	6.4646465	11.1091109
0.8480848	10.1010101	10.9490949
2.2722272	0.0640064	2.3362336
2.1522152	9.0729073	11.2251225
2.8002800	7.8567857	10.6570657
3.6803680	7.2687269	10.9490949
0.6480648	10.0610061	10.7090709
2.4842484	8.2688269	10.7530753
1.1281128	6.8086809	7.9367937
4.5444544	6.0166017	10.5610561
3.1803180	8.3368337	11.5171517
0.0680068	10.5970597	10.6650665
1.9641964	2.2362236	4.2004200
2.0082008	8.6248625	10.6330633
2.1442144	8.9768977	11.1211121
4.9764976	6.3286329	11.3051305
4.0764076	7.0527053	11.1291129
0.7600760	9.9809981	10.7410741
1.7561756	9.5969597	11.3531353
2.5842584	1.1001100	3.6843684
3.2323232	7.4567457	10.6890689
0.5400540	10.8050805	11.3451345
4.7764776	6.1286129	10.9050905
3.0203020	7.7247725	10.7450745
1.8121812	8.8648865	10.6770677
0.4840484	10.1010101	10.5850585
4.3484348	6.1606161	10.5090509
3.4163416	7.8487849	11.2651265
0.8600860	2.3802380	3.2403240
2.4082408	1.3241324	3.7323732
4.0924092	3.8123812	7.9047905
0.0520052	12.9212921	12.9732973
0.6200620	10.2650265	10.8850885
4.5484548	0.4080408	4.9564956
2.1202120	9.4089409	11.5291529
3.2963296	0.9880988	4.2844284
3.7123712	7.4167417	11.1291129
3.2643264	7.5127513	10.7770777
3.8923892	7.5607561	11.4531453
1.7481748	9.3449345	11.0931093
3.1603160	7.8167817	10.9770977
0.2200220	10.3010301	10.5210521
2.8922892	7.6327633	10.5250525
3.2083208	1.7881788	4.9964996
4.0164016	0.9040904	4.9204920
3.4043404	8.0288029	11.4331433
1.2481248	9.6369637	10.8850885
2.0722072	8.6008601	10.6730673
0.9320932	3.3563356	4.2884288
0.4000400	10.1410141	10.5410541
0.5360536	11.4491449	11.9851985
1.8241824	2.5122512	4.3364336
2.9802980	8.3168317	11.2971297
3.4683468	7.1447145	10.6130613
4.0484048	7.0447045	11.0931093
3.6683668	4.2324232	7.9007901
0.4760476	10.1330133	10.6090609
4.6724672	6.2566257	10.9290929
4.9684968	5.7045705	10.6730673
2.4042404	8.1848185	10.5890589
0.1080108	0.7560756	0.8640864
0.4960496	10.2290229	10.7250725
3.1243124	0.4280428	3.5523552
3.2643264	7.7127713	10.9770977
4.3444344	6.2566257	10.6010601
4.3524352	6.2166217	10.5690569
1.0881088	10.7490749	11.8371837
3.2403240	7.5847585	10.8250825
4.7124712	7.6607661	12.3732373
2.5202520	8.3368337	10.8570857
0.5480548	10.0410041	10.5890589
1.5081508	9.9969997	11.5051505
3.0403040	7.8687869	10.9090909
2.8082808	10.0930093	12.9012901
2.0402040	8.4608461	10.5010501
4.3044304	6.4926493	10.7970797
2.2842284	9.2929293	11.5771577
1.8281828	9.0089009	10.8370837
4.1444144	7.7527753	11.8971897
4.4204420	6.8646865	11.2851285
4.7924792	8.5288529	13.3213321
2.0402040	8.6688669	10.7090709
0.4800480	10.7010701	11.1811181
4.9124912	6.7566757	11.6691669
1.9121912	9.5009501	11.4131413
0.8080808	10.1810181	10.9890989
4.6044604	5.9285929	10.5330533
0.9800980	10.4170417	11.3971397
2.6642664	7.9647965	10.6290629
3.3043304	7.2687269	10.5730573
4.6644664	6.3646365	11.0291029
4.6204620	5.8965897	10.5170517
2.6882688	8.6648665	11.3531353
2.7882788	8.5648565	11.3531353
3.4163416	7.1407141	10.5570557
2.4562456	8.1288129	10.5850585
1.5201520	9.7889789	11.3091309
2.1482148	9.6089609	11.7571757
4.5204520	6.6006601	11.1211121
3.2443244	7.5527553	10.7970797
4.8404840	6.1166117	10.9570957
1.6601660	8.9648965	10.6250625
3.4683468	7.3407341	10.8090809
0.3080308	10.5970597	10.9050905
3.2403240	8.6088609	11.8491849
0.1800180	10.7490749	10.9290929
2.1282128	8.6888689	10.8170817
2.9762976	7.5887589	10.5650565
2.3562356	0.8120812	3.1683168
1.1641164	10.2090209	11.3731373
3.9323932	9.0009001	12.9332933
0.1920192	10.7490749	10.9410941
1.2681268	9.8409841	11.1091109
0.9880988	10.5770577	11.5651565
2.9522952	8.9568957	11.9091909
2.7922792	10.1810181	12.9732973
0.4880488	2.1882188	2.6762676
0.5080508	10.3970397	10.9050905
1.6441644	9.1209121	10.7650765
3.4603460	7.3447345	10.8050805
0.7440744	10.7450745	11.4891489
1.2161216	9.4089409	10.6250625
1.6081608	8.9368937	10.5450545
0.7600760	10.1330133	10.8930893
3.3803380	7.1727173	10.5530553
3.7843784	6.7686769	10.5530553
1.9441944	1.9761976	3.9203920
3.7963796	6.8206821	10.6170617
3.4243424	8.1288129	11.5531553
0.1720172	11.0931093	11.2651265
1.5641564	2.5402540	4.1044104
4.9124912	6.8566857	11.7691769
2.1282128	9.8529853	11.9811981
0.9080908	10.3850385	11.2931293
2.7082708	8.3488349	11.0571057
4.9844984	5.5965597	10.5810581
4.3924392	6.6166617	11.0091009
2.8882888	5.0365037	7.9247925
3.4963496	9.1129113	12.6092609
1.6041604	6.2646265	7.8687869
4.0604060	6.8766877	10.9370937
2.5282528	8.8288829	11.3571357
3.0083008	8.6408641	11.6491649
4.8644864	7.0727073	11.9371937
0.5160516	10.8330833	11.3491349
2.7882788	8.3208321	11.1091109
4.4004400	6.4446445	10.8450845
1.0481048	1.4241424	2.4722472
4.1964196	3.8323832	8.0288029
1.0321032	0.3200320	1.3521352
2.6322632	8.7968797	11.4291429
3.5323532	8.0888089	11.6211621
2.6722672	0.7880788	3.4603460
1.3801380	10.1490149	11.5291529
3.9923992	7.9767977	11.9691969
0.6400640	9.8649865	10.5050505
0.7960796	10.4290429	11.2251225
4.3164316	6.8366837	11.1531153
3.0363036	7.7127713	10.7490749
2.7362736	9.9449945	12.6812681
4.9644964	6.1126113	11.0771077
0.8480848	10.6570657	11.5051505
4.8124812	3.2283228	8.0408041
0.6800680	10.2250225	10.9050905
1.5041504	9.0049005	10.5090509
4.6604660	6.4446445	11.1051105
1.1601160	2.5002500	3.6603660
1.9921992	5.8565857	7.8487849
2.9042904	8.4168417	11.3211321
3.4603460	7.1407141	10.6010601
0.2760276	10.4410441	10.7170717
2.4202420	8.2128213	10.6330633
0.6640664	9.9089909	10.5730573
3.6563656	7.0207021	10.6770677
2.4042404	8.3888389	10.7930793
0.0280028	2.0162016	2.0442044
0.0640064	11.1411141	11.2051205
4.6124612	7.4567457	12.0692069
4.8484848	5.7485749	10.5970597
2.8282828	7.9807981	10.8090809
2.6282628	8.0448045	10.6730673
3.5283528	7.2647265	10.7930793
3.5683568	7.2007201	10.7690769
4.4484448	6.0646065	10.5130513
2.0802080	8.4728473	10.5530553
0.0200020	4.2044204	4.2244224
1.1361136	9.6489649	10.7850785
1.1001100	9.5649565	10.6650665
1.6481648	9.6409641	11.2891289
1.1201120	3.1723172	4.2924292
