# X(mm) 	 Y(mm) 	 Z(mm) 	 color
16.0353	12.4494	22.2267	2
17.171	12.9593	20.2118	2
18.3067	13.4693	18.197	2
19.4424	13.9792	16.1822	2
20.5781	14.4892	14.1673	2
-2.6	0.2	45.305	-2
-2.5651	0.52347	47.651	-2
-2.5302	0.846941	49.9969	-2
-2.4953	1.17041	52.3429	-2
-2.4604	1.49388	54.6889	-2
-2.4255	1.81735	57.0348	-2
-2.3906	2.14082	59.3808	-2
-2.3557	2.46429	61.7268	-2
-2.3208	2.78776	64.0727	-2
-2.28589	3.11123	66.4187	-2
-2.25099	3.4347	68.7647	-2
-2.21609	3.75817	71.1107	-2
-2.18119	4.08165	73.4566	-2
-2.14629	4.40512	75.8026	-2
-2.11139	4.72859	78.1486	-2
-2.07649	5.05206	80.4945	-2
-2.04159	5.37553	82.8405	-2
-2.00669	5.699	85.1865	-2
-1.97179	6.02247	87.5324	-2
-1.93689	6.34594	89.8784	-2
-2.6	1.4	43.0398	2
-1.58657	2.01613	40.9897	2
-0.573131	2.63226	38.9396	2
0.440303	3.24839	36.8896	2
1.45374	3.86452	34.8395	2
2.46717	4.48066	32.7894	2
3.48061	5.09679	30.7394	2
4.49404	5.71292	28.6893	2
5.50748	6.32905	26.6393	2
6.52091	6.94518	24.5892	2
7.53434	7.56131	22.5391	2
8.54778	8.17744	20.4891	2
9.56121	8.79357	18.439	2
10.5746	9.4097	16.389	2
11.5881	10.0258	14.3389	2
12.6015	10.642	12.2888	2
13.615	11.2581	10.2388	2
14.6284	11.8742	8.18871	2
15.6418	12.4904	6.13865	2
16.6553	13.1065	4.08858	2
-2.8	-3.8	50.5325	2
-4.02672	-5.05792	52.1206	2
-5.25344	-6.31584	53.7088	2
-6.48016	-7.57376	55.2969	2
-7.70688	-8.83168	56.8851	2
-8.9336	-10.0896	58.4732	2
-10.1603	-11.3475	60.0614	2
-11.387	-12.6054	61.6495	2
-12.6138	-13.8634	63.2377	2
-13.8405	-15.1213	64.8258	2
-15.0672	-16.3792	66.414	2
-16.2939	-17.6371	68.0021	2
-17.5206	-18.895	69.5903	2
-18.7474	-20.1529	71.1784	2
-19.9741	-21.4109	72.7666	2
-21.2008	-22.6688	74.3547	2
-22.4275	-23.9267	75.9429	2
-23.6542	-25.1846	77.531	2
-24.881	-26.4425	79.1192	2
-26.1077	-27.7005	80.7073	2
-1.6	-3.4	39.5548	-2
-1.41827	-2.93642	41.8702	-2
-1.23654	-2.47283	44.1857	-2
-1.05481	-2.00925	46.5012	-2
-0.873078	-1.54567	48.8167	-2
-0.691347	-1.08209	51.1322	-2
-0.509616	-0.618502	53.4477	-2
-0.327886	-0.154919	55.7632	-2
-0.146155	0.308664	58.0787	-2
0.0355753	0.772247	60.3941	-2
0.217306	1.23583	62.7096	-2
0.399036	1.69941	65.0251	-2
0.580767	2.163	67.3406	-2
0.762498	2.62658	69.6561	-2
0.944228	3.09016	71.9716	-2
1.12596	3.55374	74.2871	-2
1.30769	4.01733	76.6026	-2
1.48942	4.48091	78.918	-2
1.67115	4.94449	81.2335	-2
1.85288	5.40808	83.549	-2
-1.2	1.4	53.669	2
-2.00377	3.52675	54.3326	2
-2.80754	5.6535	54.9961	2
-3.61131	7.78025	55.6597	2
-4.41508	9.907	56.3232	2
-5.21885	12.0337	56.9868	2
-6.02262	14.1605	57.6503	2
-6.82638	16.2872	58.3139	2
-7.63015	18.414	58.9775	2
-8.43392	20.5407	59.641	2
-9.23769	22.6675	60.3046	2
-10.0415	24.7942	60.9681	2
-10.8452	26.921	61.6317	2
-11.649	29.0477	62.2953	2
-12.4528	31.1745	62.9588	2
-13.2565	33.3012	63.6224	2
-14.0603	35.428	64.2859	2
-14.8641	37.5547	64.9495	2
-15.6678	39.6815	65.613	2
-16.4716	41.8082	66.2766	2
1.4	4.4	40.6003	2
2.10076	4.26385	42.8585	2
2.80153	4.1277	45.1168	2
3.50229	3.99155	47.3751	2
4.20306	3.8554	49.6334	2
4.90382	3.71925	51.8916	2
5.60458	3.58309	54.1499	2
6.30535	3.44694	56.4082	2
7.00611	3.31079	58.6665	2
7.70688	3.17464	60.9247	2
8.40764	3.03849	63.183	2
9.1084	2.90234	65.4413	2
9.80917	2.76619	67.6996	2
10.5099	2.63004	69.9578	2
11.2107	2.49389	72.2161	2
11.9115	2.35774	74.4744	2
12.6122	2.22159	76.7327	2
13.313	2.08543	78.9909	2
14.0138	1.94928	81.2492	2
14.7145	1.81313	83.5075	2
-1	3.8	41.123	-2
-0.876445	3.76227	43.4879	-2
-0.75289	3.72455	45.8528	-2
-0.629335	3.68682	48.2177	-2
-0.50578	3.6491	50.5826	-2
-0.382224	3.61137	52.9475	-2
-0.258669	3.57365	55.3124	-2
-0.135114	3.53592	57.6773	-2
-0.0115592	3.4982	60.0422	-2
0.111996	3.46047	62.4071	-2
0.235551	3.42275	64.772	-2
0.359106	3.38502	67.1368	-2
0.482661	3.3473	69.5017	-2
0.606216	3.30957	71.8666	-2
0.729771	3.27185	74.2315	-2
0.853327	3.23412	76.5964	-2
0.976882	3.1964	78.9613	-2
1.10044	3.15867	81.3262	-2
1.22399	3.12095	83.6911	-2
1.34755	3.08322	86.056	-2
-2	2.2	50.3583	2
-2.10907	2.37567	47.9989	2
-2.21815	2.55133	45.6395	2
-2.32722	2.727	43.2801	2
-2.4363	2.90266	40.9207	2
-2.54537	3.07833	38.5614	2
-2.65444	3.254	36.202	2
-2.76352	3.42966	33.8426	2
-2.87259	3.60533	31.4832	2
-2.98166	3.781	29.1239	2
-3.09074	3.95666	26.7645	2
-3.19981	4.13233	24.4051	2
-3.30889	4.30799	22.0457	2
-3.41796	4.48366	19.6863	2
-3.52703	4.65933	17.327	2
-3.63611	4.83499	14.9676	2
-3.74518	5.01066	12.6082	2
-3.85425	5.18633	10.2488	2
-3.96333	5.36199	7.88945	2
-4.0724	5.53766	5.53008	2
2.6	-1.2	54.7145	2
2.65697	-2.06853	52.5118	2
2.71394	-2.93705	50.3091	2
2.77091	-3.80558	48.1064	2
2.82788	-4.6741	45.9037	2
2.88484	-5.54263	43.7011	2
2.94181	-6.41115	41.4984	2
2.99878	-7.27968	39.2957	2
3.05575	-8.1482	37.093	2
3.11272	-9.01673	34.8903	2
3.16969	-9.88525	32.6876	2
3.22666	-10.7538	30.4849	2
3.28363	-11.6223	28.2822	2
3.34059	-12.4908	26.0795	2
3.39756	-13.3594	23.8769	2
3.45453	-14.2279	21.6742	2
3.5115	-15.0964	19.4715	2
3.56847	-15.9649	17.2688	2
3.62544	-16.8335	15.0661	2
3.68241	-17.702	12.8634	2
-5	4.6	34.153	2
-5.99373	3.96353	32.0995	2
-6.98747	3.32706	30.046	2
-7.9812	2.69059	27.9925	2
-8.97493	2.05412	25.939	2
-9.96866	1.41765	23.8856	2
-10.9624	0.781186	21.8321	2
-11.9561	0.144717	19.7786	2
-12.9499	-0.491752	17.7251	2
-13.9436	-1.12822	15.6716	2
-14.9373	-1.76469	13.6181	2
-15.9311	-2.40116	11.5646	2
-16.9248	-3.03763	9.51112	2
-17.9185	-3.6741	7.45763	2
-18.9123	-4.31057	5.40414	2
-19.906	-4.94704	3.35065	2
-20.8997	-5.5835	1.29716	2
-21.8935	-6.21997	-0.756327	2
-22.8872	-6.85644	-2.80982	2
-23.8809	-7.49291	-4.86331	2
2.2	4.6	50.881	2
4.1368	3.23739	50.8423	2
6.07361	1.87477	50.8036	2
8.01041	0.512158	50.7649	2
9.94721	-0.850456	50.7262	2
11.884	-2.21307	50.6875	2
13.8208	-3.57568	50.6488	2
15.7576	-4.9383	50.6102	2
17.6944	-6.30091	50.5715	2
19.6312	-7.66353	50.5328	2
21.568	-9.02614	50.4941	2
23.5048	-10.3888	50.4554	2
25.4416	-11.7514	50.4167	2
27.3784	-13.114	50.378	2
29.3152	-14.4766	50.3393	2
31.252	-15.8392	50.3006	2
33.1888	-17.2018	50.2619	2
35.1256	-18.5644	50.2232	2
37.0624	-19.9271	50.1845	2
38.9992	-21.2897	50.1458	2
-0.8	4.6	41.123	2
-0.539231	5.53024	38.9606	2
-0.278461	6.46048	36.7982	2
-0.0176918	7.39072	34.6357	2
0.243078	8.32095	32.4733	2
0.503847	9.25119	30.3109	2
0.764616	10.1814	28.1485	2
1.02539	11.1117	25.986	2
1.28616	12.0419	23.8236	2
1.54692	12.9721	21.6612	2
1.80769	13.9024	19.4988	2
2.06846	14.8326	17.3363	2
2.32923	15.7629	15.1739	2
2.59	16.6931	13.0115	2
2.85077	17.6233	10.8491	2
3.11154	18.5536	8.68665	2
3.37231	19.4838	6.52423	2
3.63308	20.4141	4.36181	2
3.89385	21.3443	2.19938	2
4.15462	22.2745	0.0369586	2
-4.4	-1	30.668	-2
-4.31007	-0.882667	33.0318	-2
-4.22014	-0.765334	35.3956	-2
-4.13021	-0.648001	37.7594	-2
-4.04027	-0.530668	40.1232	-2
-3.95034	-0.413335	42.487	-2
-3.86041	-0.296002	44.8508	-2
-3.77048	-0.178669	47.2146	-2
-3.68055	-0.0613363	49.5784	-2
-3.59062	0.0559967	51.9422	-2
-3.50069	0.17333	54.306	-2
-3.41075	0.290663	56.6698	-2
-3.32082	0.407996	59.0336	-2
-3.23089	0.525329	61.3974	-2
-3.14096	0.642661	63.7612	-2
-3.05103	0.759994	66.125	-2
-2.9611	0.877327	68.4888	-2
-2.87117	0.99466	70.8526	-2
-2.78123	1.11199	73.2165	-2
-2.6913	1.22933	75.5803	-2
-0.4	3.2	48.093	2
0.123355	2.39837	45.9267	2
0.646709	1.59674	43.7604	2
1.17006	0.795115	41.5941	2
1.69342	-0.00651354	39.4277	2
2.21677	-0.808142	37.2614	2
2.74013	-1.60977	35.0951	2
3.26348	-2.4114	32.9288	2
3.78684	-3.21303	30.7625	2
4.31019	-4.01466	28.5962	2
4.83355	-4.81628	26.4299	2
5.3569	-5.61791	24.2636	2
5.88025	-6.41954	22.0972	2
6.40361	-7.22117	19.9309	2
6.92696	-8.0228	17.7646	2
7.45032	-8.82443	15.5983	2
7.97367	-9.62605	13.432	2
8.49703	-10.4277	11.2657	2
9.02038	-11.2293	9.09937	2
9.54374	-12.0309	6.93306	2
-2.8	-2.8	35.547	2
-2.48802	-4.46254	37.2047	2
-2.17605	-6.12507	38.8625	2
-1.86407	-7.78761	40.5202	2
-1.5521	-9.45015	42.1779	2
-1.24012	-11.1127	43.8356	2
-0.928147	-12.7752	45.4934	2
-0.616172	-14.4378	47.1511	2
-0.304197	-16.1003	48.8088	2
0.00777886	-17.7628	50.4666	2
0.319754	-19.4254	52.1243	2
0.63173	-21.0879	53.782	2
0.943705	-22.7504	55.4397	2
1.25568	-24.413	57.0975	2
1.56766	-26.0755	58.7552	2
1.87963	-27.738	60.4129	2
2.19161	-29.4006	62.0706	2
2.50358	-31.0631	63.7284	2
2.81556	-32.7257	65.3861	2
3.12753	-34.3882	67.0438	2
1	3.4	37.1153	2
-1.22212	3.28297	37.9264	2
-3.44424	3.16593	38.7375	2
-5.66637	3.0489	39.5486	2
-7.88849	2.93187	40.3597	2
-10.1106	2.81483	41.1708	2
-12.3327	2.6978	41.9819	2
-14.5549	2.58077	42.793	2
-16.777	2.46373	43.6041	2
-18.9991	2.3467	44.4152	2
-21.2212	2.22967	45.2263	2
-23.4433	2.11263	46.0374	2
-25.6655	1.9956	46.8485	2
-27.8876	1.87856	47.6596	2
-30.1097	1.76153	48.4708	2
-32.3318	1.6445	49.2819	2
-34.554	1.52746	50.093	2
-36.7761	1.41043	50.9041	2
-38.9982	1.2934	51.7152	2
-41.2203	1.17636	52.5263	2
-3.8	3.4	51.578	2
-3.47842	3.10261	49.2504	2
-3.15683	2.80523	46.9229	2
-2.83525	2.50784	44.5953	2
-2.51367	2.21045	42.2677	2
-2.19208	1.91307	39.9402	2
-1.8705	1.61568	37.6126	2
-1.54892	1.31829	35.285	2
-1.22733	1.0209	32.9575	2
-0.905752	0.723518	30.6299	2
-0.584169	0.426131	28.3023	2
-0.262585	0.128744	25.9748	2
0.0589977	-0.168643	23.6472	2
0.380581	-0.46603	21.3196	2
0.702164	-0.763417	18.9921	2
1.02375	-1.0608	16.6645	2
1.34533	-1.35819	14.3369	2
1.66691	-1.65558	12.0094	2
1.9885	-1.95296	9.68181	2
2.31008	-2.25035	7.35425	2
0	-2.6	35.8955	2
-0.229385	-0.607758	37.1556	2
-0.458771	1.38448	38.4156	2
-0.688156	3.37672	39.6757	2
-0.917542	5.36897	40.9358	2
-1.14693	7.36121	42.1958	2
-1.37631	9.35345	43.4559	2
-1.6057	11.3457	44.716	2
-1.83508	13.3379	45.9761	2
-2.06447	15.3302	47.2361	2
-2.29385	17.3224	48.4962	2
-2.52324	19.3147	49.7563	2
-2.75263	21.3069	51.0163	2
-2.98201	23.2991	52.2764	2
-3.2114	25.2914	53.5365	2
-3.44078	27.2836	54.7965	2
-3.67017	29.2759	56.0566	2
-3.89955	31.2681	57.3167	2
-4.12894	33.2603	58.5767	2
-4.35832	35.2526	59.8368	2
3	1.2	39.729	2
1.40516	1.82685	41.3639	2
-0.189677	2.4537	42.9988	2
-1.78452	3.08055	44.6338	2
-3.37935	3.7074	46.2687	2
-4.97419	4.33424	47.9036	2
-6.56903	4.96109	49.5385	2
-8.16387	5.58794	51.1735	2
-9.75871	6.21479	52.8084	2
-11.3535	6.84164	54.4433	2
-12.9484	7.46849	56.0782	2
-14.5432	8.09534	57.7131	2
-16.1381	8.72219	59.3481	2
-17.7329	9.34904	60.983	2
-19.3277	9.97589	62.6179	2
-20.9226	10.6027	64.2528	2
-22.5174	11.2296	65.8877	2
-24.1123	11.8564	67.5227	2
-25.7071	12.4833	69.1576	2
-27.3019	13.1101	70.7925	2
4.6	4.8	32.5847	2
4.89605	2.46497	32.3213	2
5.19211	0.129935	32.0579	2
5.48816	-2.2051	31.7945	2
5.78421	-4.54013	31.531	2
6.08027	-6.87516	31.2676	2
6.37632	-9.21019	31.0042	2
6.67238	-11.5452	30.7408	2
6.96843	-13.8803	30.4773	2
7.26448	-16.2153	30.2139	2
7.56054	-18.5503	29.9505	2
7.85659	-20.8854	29.687	2
8.15264	-23.2204	29.4236	2
8.4487	-25.5554	29.1602	2
8.74475	-27.8905	28.8968	2
9.04081	-30.2255	28.6333	2
9.33686	-32.5605	28.3699	2
9.63291	-34.8956	28.1065	2
9.92897	-37.2306	27.843	2
10.225	-39.5656	27.5796	2
-4.4	-4.6	49.3128	2
-4.37246	-4.55885	46.9448	2
-4.34492	-4.51771	44.5769	2
-4.31738	-4.47656	42.209	2
-4.28985	-4.43542	39.8411	2
-4.26231	-4.39427	37.4732	2
-4.23477	-4.35313	35.1053	2
-4.20723	-4.31198	32.7374	2
-4.17969	-4.27084	30.3695	2
-4.15215	-4.22969	28.0016	2
-4.12462	-4.18855	25.6337	2
-4.09708	-4.1474	23.2658	2
-4.06954	-4.10625	20.8979	2
-4.042	-4.06511	18.53	2
-4.01446	-4.02396	16.1621	2
-3.98692	-3.98282	13.7942	2
-3.95939	-3.94167	11.4263	2
-3.93185	-3.90053	9.05839	2
-3.90431	-3.85938	6.69049	2
-3.87677	-3.81824	4.32258	2
-4.6	1.4	43.3883	2
-6.31047	0.590805	41.9639	2
-8.02095	-0.218391	40.5395	2
-9.73142	-1.02759	39.1151	2
-11.4419	-1.83678	37.6907	2
-13.1524	-2.64598	36.2663	2
-14.8628	-3.45517	34.8419	2
-16.5733	-4.26437	33.4175	2
-18.2838	-5.07356	31.9931	2
-19.9943	-5.88276	30.5687	2
-21.7047	-6.69195	29.1443	2
-23.4152	-7.50115	27.7199	2
-25.1257	-8.31034	26.2955	2
-26.8361	-9.11954	24.8711	2
-28.5466	-9.92873	23.4467	2
-30.2571	-10.7379	22.0223	2
-31.9676	-11.5471	20.5979	2
-33.678	-12.3563	19.1735	2
-35.3885	-13.1655	17.7491	2
-37.099	-13.9747	16.3247	2
2.2	4.4	46.699	2
1.98321	2.76194	48.3958	2
1.76642	1.12387	50.0926	2
1.54963	-0.514192	51.7894	2
1.33285	-2.15226	53.4862	2
1.11606	-3.79032	55.1831	2
0.899269	-5.42838	56.8799	2
0.68248	-7.06645	58.5767	2
0.465692	-8.70451	60.2735	2
0.248903	-10.3426	61.9703	2
0.0321148	-11.9806	63.6671	2
-0.184674	-13.6187	65.3639	2
-0.401462	-15.2568	67.0607	2
-0.618251	-16.8948	68.7575	2
-0.835039	-18.5329	70.4544	2
-1.05183	-20.171	72.1512	2
-1.26862	-21.809	73.848	2
-1.4854	-23.4471	75.5448	2
-1.70219	-25.0852	77.2416	2
-1.91898	-26.7232	78.9384	2
-2	0.8	41.4715	2
-2.21911	3.11073	41.9426	2
-2.43821	5.42147	42.4137	2
-2.65732	7.7322	42.8847	2
-2.87643	10.0429	43.3558	2
-3.09553	12.3537	43.8269	2
-3.31464	14.6644	44.298	2
-3.53375	16.9751	44.7691	2
-3.75285	19.2859	45.2402	2
-3.97196	21.5966	45.7112	2
-4.19107	23.9073	46.1823	2
-4.41017	26.2181	46.6534	2
-4.62928	28.5288	47.1245	2
-4.84839	30.8395	47.5956	2
-5.06749	33.1503	48.0667	2
-5.2866	35.461	48.5377	2
-5.50571	37.7717	49.0088	2
-5.72481	40.0825	49.4799	2
-5.94392	42.3932	49.951	2
-6.16303	44.7039	50.4221	2
-3.2	0	43.911	2
-3.37206	-2.2129	44.7374	2
-3.54412	-4.42579	45.5638	2
-3.71618	-6.63869	46.3901	2
-3.88824	-8.85158	47.2165	2
-4.06031	-11.0645	48.0429	2
-4.23237	-13.2774	48.8693	2
-4.40443	-15.4903	49.6957	2
-4.57649	-17.7032	50.5221	2
-4.74855	-19.9161	51.3484	2
-4.92061	-22.129	52.1748	2
-5.09267	-24.3418	53.0012	2
-5.26473	-26.5547	53.8276	2
-5.43679	-28.7676	54.654	2
-5.60886	-30.9805	55.4804	2
-5.78092	-33.1934	56.3067	2
-5.95298	-35.4063	57.1331	2
-6.12504	-37.6192	57.9595	2
-6.2971	-39.8321	58.7859	2
-6.46916	-42.045	59.6123	2
3.4	1	40.2518	-2
2.74177	1.13191	42.523	-2
2.08353	1.26382	44.7943	-2
1.4253	1.39572	47.0656	-2
0.767064	1.52763	49.3369	-2
0.10883	1.65954	51.6082	-2
-0.549404	1.79145	53.8795	-2
-1.20764	1.92335	56.1508	-2
-1.86587	2.05526	58.422	-2
-2.52411	2.18717	60.6933	-2
-3.18234	2.31908	62.9646	-2
-3.84057	2.45099	65.2359	-2
-4.49881	2.58289	67.5072	-2
-5.15704	2.7148	69.7785	-2
-5.81528	2.84671	72.0498	-2
-6.47351	2.97862	74.3211	-2
-7.13174	3.11053	76.5923	-2
-7.78998	3.24243	78.8636	-2
-8.44821	3.37434	81.1349	-2
-9.10645	3.50625	83.4062	-2
-0.4	2.4	46.699	2
-2.46901	1.83522	47.7038	2
-4.53802	1.27044	48.7086	2
-6.60703	0.705667	49.7134	2
-8.67604	0.140889	50.7182	2
-10.7451	-0.423889	51.723	2
-12.8141	-0.988667	52.7279	2
-14.8831	-1.55344	53.7327	2
-16.9521	-2.11822	54.7375	2
-19.0211	-2.683	55.7423	2
-21.0901	-3.24778	56.7471	2
-23.1591	-3.81256	57.7519	2
-25.2281	-4.37733	58.7567	2
-27.2971	-4.94211	59.7615	2
-29.3661	-5.50689	60.7663	2
-31.4352	-6.07167	61.7711	2
-33.5042	-6.63644	62.7759	2
-35.5732	-7.20122	63.7808	2
-37.6422	-7.766	64.7856	2
-39.7112	-8.33078	65.7904	2
4	-2	34.5015	2
5.00241	-1.58364	32.3964	2
6.00481	-1.16727	30.2914	2
7.00722	-0.750909	28.1863	2
8.00963	-0.334546	26.0813	2
9.01204	0.0818179	23.9762	2
10.0144	0.498181	21.8712	2
11.0169	0.914545	19.7661	2
12.0193	1.33091	17.6611	2
13.0217	1.74727	15.556	2
14.0241	2.16364	13.451	2
15.0265	2.58	11.3459	2
16.0289	2.99636	9.24089	2
17.0313	3.41273	7.13584	2
18.0337	3.82909	5.03079	2
19.0361	4.24545	2.92574	2
20.0385	4.66182	0.820685	2
21.0409	5.07818	-1.28437	2
22.0433	5.49454	-3.38942	2
23.0457	5.91091	-5.49447	2
0.4	-4.4	40.7745	2
2.02133	-2.68548	40.5717	2
3.64265	-0.970953	40.3689	2
5.26398	0.743571	40.1661	2
6.88531	2.45809	39.9633	2
8.50664	4.17262	39.7605	2
10.128	5.88714	39.5578	2
11.7493	7.60167	39.355	2
13.3706	9.31619	39.1522	2
14.9919	11.0307	38.9494	2
16.6133	12.7452	38.7466	2
18.2346	14.4598	38.5438	2
19.8559	16.1743	38.341	2
21.4773	17.8888	38.1382	2
23.0986	19.6033	37.9354	2
24.7199	21.3179	37.7326	2
26.3412	23.0324	37.5298	2
27.9626	24.7469	37.3271	2
29.5839	26.4614	37.1243	2
31.2052	28.1759	36.9215	2
2.8	-2.2	30.3195	2
4.37608	-3.81067	29.5907	2
5.95215	-5.42134	28.8619	2
7.52823	-7.03201	28.1331	2
9.10431	-8.64268	27.4043	2
10.6804	-10.2533	26.6755	2
12.2565	-11.864	25.9467	2
13.8325	-13.4747	25.2179	2
15.4086	-15.0854	24.4891	2
16.9847	-16.696	23.7603	2
18.5608	-18.3067	23.0315	2
20.1368	-19.9174	22.3027	2
21.7129	-21.528	21.5739	2
23.289	-23.1387	20.8451	2
24.8651	-24.7494	20.1163	2
26.4412	-26.36	19.3875	2
28.0172	-27.9707	18.6588	2
29.5933	-29.5814	17.93	2
31.1694	-31.192	17.2012	2
32.7455	-32.8027	16.4724	2
-3.6	-1.6	35.7213	-2
-3.25681	-1.59582	38.0647	-2
-2.91362	-1.59164	40.4081	-2
-2.57043	-1.58746	42.7515	-2
-2.22724	-1.58328	45.0949	-2
-1.88405	-1.5791	47.4384	-2
-1.54086	-1.57492	49.7818	-2
-1.19767	-1.57073	52.1252	-2
-0.854477	-1.56655	54.4686	-2
-0.511286	-1.56237	56.812	-2
-0.168096	-1.55819	59.1555	-2
0.175095	-1.55401	61.4989	-2
0.518285	-1.54983	63.8423	-2
0.861476	-1.54565	66.1857	-2
1.20467	-1.54147	68.5291	-2
1.54786	-1.53729	70.8726	-2
1.89105	-1.53311	73.216	-2
2.23424	-1.52893	75.5594	-2
2.57743	-1.52475	77.9028	-2
2.92062	-1.52056	80.2462	-2
0.8	-1.6	35.1985	2
2.69888	-0.38205	34.4772	2
4.59776	0.835899	33.7559	2
6.49664	2.05385	33.0346	2
8.39551	3.2718	32.3133	2
10.2944	4.48975	31.592	2
12.1933	5.7077	30.8707	2
14.0922	6.92565	30.1494	2
15.991	8.1436	29.4281	2
17.8899	9.36155	28.7068	2
19.7888	10.5795	27.9855	2
21.6877	11.7974	27.2642	2
23.5865	13.0154	26.5429	2
25.4854	14.2333	25.8216	2
27.3843	15.4513	25.1003	2
29.2832	16.6692	24.379	2
31.1821	17.8872	23.6577	2
33.0809	19.1051	22.9364	2
34.9798	20.3231	22.2151	2
36.8787	21.541	21.4938	2
3	-0.2	43.0398	-2
2.47424	-0.476761	45.3324	-2
1.94848	-0.753522	47.6251	-2
1.42272	-1.03028	49.9178	-2
0.896966	-1.30704	52.2105	-2
0.371207	-1.58381	54.5032	-2
-0.154552	-1.86057	56.7959	-2
-0.68031	-2.13733	59.0885	-2
-1.20607	-2.41409	61.3812	-2
-1.73183	-2.69085	63.6739	-2
-2.25759	-2.96761	65.9666	-2
-2.78334	-3.24437	68.2593	-2
-3.3091	-3.52113	70.552	-2
-3.83486	-3.79789	72.8446	-2
-4.36062	-4.07465	75.1373	-2
-4.88638	-4.35142	77.43	-2
-5.41214	-4.62818	79.7227	-2
-5.9379	-4.90494	82.0154	-2
-6.46365	-5.1817	84.3081	-2
-6.98941	-5.45846	86.6007	-2
1.2	0.4	54.366	2
1.39123	0.375336	52.0054	2
1.58247	0.350671	49.6449	2
1.7737	0.326007	47.2843	2
1.96493	0.301342	44.9238	2
2.15616	0.276678	42.5632	2
2.3474	0.252013	40.2026	2
2.53863	0.227349	37.8421	2
2.72986	0.202684	35.4815	2
2.92109	0.17802	33.121	2
3.11233	0.153355	30.7604	2
3.30356	0.128691	28.3998	2
3.49479	0.104026	26.0393	2
3.68602	0.0793615	23.6787	2
3.87726	0.054697	21.3182	2
4.06849	0.0300325	18.9576	2
4.25972	0.00536802	16.5971	2
4.45095	-0.0192965	14.2365	2
4.64219	-0.043961	11.8759	2
4.83342	-0.0686255	9.51537	2
4.8	2.6	46.002	2
2.50027	2.97184	46.4291	2
0.200544	3.34367	46.8562	2
-2.09918	3.71551	47.2833	2
-4.39891	4.08735	47.7104	2
-6.69864	4.45919	48.1375	2
-8.99837	4.83102	48.5645	2
-11.2981	5.20286	48.9916	2
-13.5978	5.5747	49.4187	2
-15.8976	5.94654	49.8458	2
-18.1973	6.31837	50.2729	2
-20.497	6.69021	50.7	2
-22.7967	7.06205	51.1271	2
-25.0965	7.43389	51.5542	2
-27.3962	7.80572	51.9813	2
-29.6959	8.17756	52.4084	2
-31.9956	8.5494	52.8354	2
-34.2954	8.92124	53.2625	2
-36.5951	9.29307	53.6896	2
-38.8948	9.66491	54.1167	2
-3.6	3.8	41.4715	2
-5.65799	4.30176	40.4121	2
-7.71599	4.80351	39.3527	2
-9.77398	5.30527	38.2933	2
-11.832	5.80702	37.2339	2
-13.89	6.30878	36.1745	2
-15.948	6.81053	35.1151	2
-18.006	7.31229	34.0557	2
-20.0639	7.81405	32.9963	2
-22.1219	8.3158	31.9369	2
-24.1799	8.81756	30.8775	2
-26.2379	9.31931	29.8181	2
-28.2959	9.82107	28.7587	2
-30.3539	10.3228	27.6993	2
-32.4119	10.8246	26.6399	2
-34.4699	11.3263	25.5805	2
-36.5279	11.8281	24.5211	2
-38.5859	12.3298	23.4617	2
-40.6439	12.8316	22.4023	2
-42.7019	13.3334	21.3429	2
1.6	-1	41.82	2
1.89096	-1.25716	39.4836	2
2.18192	-1.51432	37.1473	2
2.47288	-1.77149	34.8109	2
2.76384	-2.02865	32.4745	2
3.0548	-2.28581	30.1381	2
3.34576	-2.54297	27.8018	2
3.63672	-2.80014	25.4654	2
3.92767	-3.0573	23.129	2
4.21863	-3.31446	20.7927	2
4.50959	-3.57162	18.4563	2
4.80055	-3.82879	16.1199	2
5.09151	-4.08595	13.7836	2
5.38247	-4.34311	11.4472	2
5.67343	-4.60027	9.11081	2
5.96439	-4.85744	6.77444	2
6.25535	-5.1146	4.43807	2
6.54631	-5.37176	2.1017	2
6.83727	-5.62892	-0.234674	2
7.12823	-5.88609	-2.57104	2
0.6	-1.4	44.608	2
0.611479	-0.845402	42.3055	2
0.622958	-0.290804	40.0029	2
0.634436	0.263794	37.7004	2
0.645915	0.818393	35.3978	2
0.657394	1.37299	33.0953	2
0.668873	1.92759	30.7927	2
0.680351	2.48219	28.4902	2
0.69183	3.03679	26.1877	2
0.703309	3.59138	23.8851	2
0.714788	4.14598	21.5826	2
0.726266	4.70058	19.28	2
0.737745	5.25518	16.9775	2
0.749224	5.80978	14.6749	2
0.760703	6.36437	12.3724	2
0.772181	6.91897	10.0698	2
0.78366	7.47357	7.7673	2
0.795139	8.02817	5.46476	2
0.806618	8.58277	3.16221	2
0.818096	9.13736	0.85967	2
2.4	-5	40.6003	2
2.79976	-3.01002	41.8207	2
3.19952	-1.02004	43.0412	2
3.59929	0.969937	44.2617	2
3.99905	2.95992	45.4822	2
4.39881	4.9499	46.7027	2
4.79857	6.93987	47.9232	2
5.19834	8.92985	49.1437	2
5.5981	10.9198	50.3642	2
5.99786	12.9098	51.5846	2
6.39762	14.8998	52.8051	2
6.79739	16.8898	54.0256	2
7.19715	18.8797	55.2461	2
7.59691	20.8697	56.4666	2
7.99667	22.8597	57.6871	2
8.39644	24.8497	58.9076	2
8.7962	26.8397	60.1281	2
