# X(mm) 	 Y(mm) 	 Z(mm) 	 color
7.6514	3.40208	68.6216	-2
7.97483	3.49555	70.9659	-2
8.29825	3.58903	73.3103	-2
8.62168	3.6825	75.6547	-2
8.94511	3.77597	77.9991	-2
0.6	3.8	53.1463	2
2.51866	2.96622	54.2566	2
4.43731	2.13244	55.367	2
6.35597	1.29866	56.4774	2
8.27463	0.46488	57.5878	2
10.1933	-0.3689	58.6982	2
12.1119	-1.20268	59.8086	2
14.0306	-2.03646	60.919	2
15.9493	-2.87024	62.0294	2
17.8679	-3.70402	63.1398	2
19.7866	-4.5378	64.2502	2
21.7052	-5.37158	65.3606	2
23.6239	-6.20536	66.471	2
25.5425	-7.03914	67.5814	2
27.4612	-7.87292	68.6918	2
29.3799	-8.7067	69.8022	2
31.2985	-9.54048	70.9126	2
33.2172	-10.3743	72.023	2
35.1358	-11.208	73.1334	2
37.0545	-12.0418	74.2438	2
2	1.8	53.1463	2
2.79792	0.229862	54.7297	2
3.59584	-1.34028	56.3132	2
4.39376	-2.91041	57.8967	2
5.19168	-4.48055	59.4802	2
5.9896	-6.05069	61.0637	2
6.78752	-7.62083	62.6471	2
7.58544	-9.19096	64.2306	2
8.38336	-10.7611	65.8141	2
9.18128	-12.3312	67.3976	2
9.9792	-13.9014	68.9811	2
10.7771	-15.4715	70.5645	2
11.575	-17.0417	72.148	2
12.373	-18.6118	73.7315	2
13.1709	-20.1819	75.315	2
13.9688	-21.7521	76.8985	2
14.7667	-23.3222	78.4819	2
15.5646	-24.8923	80.0654	2
16.3626	-26.4625	81.6489	2
17.1605	-28.0326	83.2324	2
-4.4	-5	38.6835	2
-2.62816	-4.07865	39.9567	2
-0.856329	-3.15729	41.23	2
0.915506	-2.23594	42.5032	2
2.68734	-1.31458	43.7764	2
4.45918	-0.393228	45.0497	2
6.23101	0.528127	46.3229	2
8.00285	1.44948	47.5961	2
9.77468	2.37084	48.8694	2
11.5465	3.29219	50.1426	2
13.3184	4.21354	51.4158	2
15.0902	5.1349	52.6891	2
16.862	6.05625	53.9623	2
18.6339	6.97761	55.2355	2
20.4057	7.89896	56.5088	2
22.1775	8.82032	57.782	2
23.9494	9.74167	59.0552	2
25.7212	10.663	60.3285	2
27.493	11.5844	61.6017	2
29.2649	12.5057	62.8749	2
2.4	-1	31.0165	2
3.05303	-0.261256	33.1699	2
3.70607	0.477488	35.3233	2
4.3591	1.21623	37.4768	2
5.01214	1.95498	39.6302	2
5.66517	2.69372	41.7836	2
6.3182	3.43246	43.937	2
6.97124	4.17121	46.0904	2
7.62427	4.90995	48.2439	2
8.2773	5.6487	50.3973	2
8.93034	6.38744	52.5507	2
9.58337	7.12618	54.7041	2
10.2364	7.86493	56.8576	2
10.8894	8.60367	59.011	2
11.5425	9.34242	61.1644	2
12.1955	10.0812	63.3178	2
12.8485	10.8199	65.4712	2
13.5016	11.5586	67.6247	2
14.1546	12.2974	69.7781	2
14.8076	13.0361	71.9315	2
-1.4	-0.6	40.6003	2
-0.0142735	-0.450535	38.6854	2
1.37145	-0.30107	36.7705	2
2.75718	-0.151604	34.8556	2
4.14291	-0.00213908	32.9407	2
5.52863	0.147326	31.0258	2
6.91436	0.296791	29.1109	2
8.30009	0.446257	27.196	2
9.68581	0.595722	25.2811	2
11.0715	0.745187	23.3662	2
12.4573	0.894652	21.4513	2
13.843	1.04412	19.5364	2
15.2287	1.19358	17.6215	2
16.6144	1.34305	15.7066	2
18.0002	1.49251	13.7917	2
19.3859	1.64198	11.8768	2
20.7716	1.79144	9.96186	2
22.1573	1.94091	8.04696	2
23.5431	2.09037	6.13206	2
24.9288	2.23984	4.21716	2
-3	0	47.9188	2
-0.964468	1.03524	47.2908	2
1.07106	2.07048	46.6629	2
3.10659	3.10571	46.0349	2
5.14213	4.14095	45.407	2
7.17766	5.17619	44.779	2
9.21319	6.21143	44.1511	2
11.2487	7.24666	43.5232	2
13.2843	8.2819	42.8952	2
15.3198	9.31714	42.2673	2
17.3553	10.3524	41.6393	2
19.3908	11.3876	41.0114	2
21.4264	12.4229	40.3834	2
23.4619	13.4581	39.7555	2
25.4974	14.4933	39.1276	2
27.533	15.5286	38.4996	2
29.5685	16.5638	37.8717	2
31.604	17.599	37.2437	2
33.6396	18.6343	36.6158	2
35.6751	19.6695	35.9878	2
0.8	-1.4	47.2218	2
-1.14827	-1.02783	45.9275	2
-3.09655	-0.655658	44.6332	2
-5.04482	-0.283487	43.3389	2
-6.9931	0.0886839	42.0447	2
-8.94137	0.460855	40.7504	2
-10.8896	0.833026	39.4561	2
-12.8379	1.2052	38.1619	2
-14.7862	1.57737	36.8676	2
-16.7345	1.94954	35.5733	2
-18.6827	2.32171	34.279	2
-20.631	2.69388	32.9848	2
-22.5793	3.06605	31.6905	2
-24.5276	3.43822	30.3962	2
-26.4758	3.81039	29.102	2
-28.4241	4.18256	27.8077	2
-30.3724	4.55474	26.5134	2
-32.3207	4.92691	25.2192	2
-34.2689	5.29908	23.9249	2
-36.2172	5.67125	22.6306	2
-3.4	-4.8	39.9033	2
-5.10179	-5.6641	38.5009	2
-6.80358	-6.52821	37.0985	2
-8.50537	-7.39231	35.6961	2
-10.2072	-8.25641	34.2938	2
-11.909	-9.12051	32.8914	2
-13.6107	-9.98462	31.489	2
-15.3125	-10.8487	30.0866	2
-17.0143	-11.7128	28.6843	2
-18.7161	-12.5769	27.2819	2
-20.4179	-13.441	25.8795	2
-22.1197	-14.3051	24.4771	2
-23.8215	-15.1692	23.0748	2
-25.5233	-16.0333	21.6724	2
-27.2251	-16.8974	20.27	2
-28.9269	-17.7615	18.8677	2
-30.6287	-18.6256	17.4653	2
-32.3305	-19.4897	16.0629	2
-34.0322	-20.3538	14.6605	2
-35.734	-21.218	13.2582	2
-4.8	2	51.4038	2
-5.46154	1.1527	49.2933	2
-6.12307	0.305394	47.1829	2
-6.78461	-0.541908	45.0725	2
-7.44615	-1.38921	42.9621	2
-8.10769	-2.23651	40.8517	2
-8.76922	-3.08382	38.7412	2
-9.43076	-3.93112	36.6308	2
-10.0923	-4.77842	34.5204	2
-10.7538	-5.62572	32.41	2
-11.4154	-6.47303	30.2996	2
-12.0769	-7.32033	28.1892	2
-12.7384	-8.16763	26.0787	2
-13.4	-9.01494	23.9683	2
-14.0615	-9.86224	21.8579	2
-14.7231	-10.7095	19.7475	2
-15.3846	-11.5568	17.6371	2
-16.0461	-12.4041	15.5266	2
-16.7077	-13.2514	13.4162	2
-17.3692	-14.0988	11.3058	2
-4.6	-0.8	54.7145	2
-4.25304	1.53545	54.9008	2
-3.90608	3.8709	55.0871	2
-3.55913	6.20635	55.2734	2
-3.21217	8.5418	55.4597	2
-2.86521	10.8773	55.646	2
-2.51825	13.2127	55.8324	2
-2.1713	15.5482	56.0187	2
-1.82434	17.8836	56.205	2
-1.47738	20.2191	56.3913	2
-1.13042	22.5545	56.5776	2
-0.783465	24.89	56.7639	2
-0.436507	27.2254	56.9502	2
-0.0895494	29.5609	57.1365	2
0.257408	31.8963	57.3228	2
0.604366	34.2318	57.5091	2
0.951324	36.5672	57.6954	2
1.29828	38.9027	57.8818	2
1.64524	41.2381	58.0681	2
1.9922	43.5736	58.2544	2
-0.8	2.6	44.0853	2
-2.76883	3.36132	43.0112	2
-4.73767	4.12264	41.9372	2
-6.7065	4.88395	40.8632	2
-8.67533	5.64527	39.7892	2
-10.6442	6.40659	38.7152	2
-12.613	7.16791	37.6412	2
-14.5818	7.92923	36.5672	2
-16.5507	8.69055	35.4931	2
-18.5195	9.45186	34.4191	2
-20.4883	10.2132	33.3451	2
-22.4572	10.9745	32.2711	2
-24.426	11.7358	31.1971	2
-26.3948	12.4971	30.1231	2
-28.3637	13.2585	29.0491	2
-30.3325	14.0198	27.975	2
-32.3013	14.7811	26.901	2
-34.2702	15.5424	25.827	2
-36.239	16.3037	24.753	2
-38.2078	17.065	23.679	2
4.2	2.8	44.4338	-2
3.94329	2.72477	46.787	-2
3.68658	2.64953	49.1403	-2
3.42987	2.5743	51.4935	-2
3.17315	2.49907	53.8468	-2
2.91644	2.42384	56.2001	-2
2.65973	2.3486	58.5533	-2
2.40302	2.27337	60.9066	-2
2.14631	2.19814	63.2599	-2
1.8896	2.12291	65.6131	-2
1.63288	2.04767	67.9664	-2
1.37617	1.97244	70.3197	-2
1.11946	1.89721	72.6729	-2
0.86275	1.82197	75.0262	-2
0.606039	1.74674	77.3795	-2
0.349327	1.67151	79.7327	-2
0.0926156	1.59628	82.086	-2
-0.164096	1.52104	84.4393	-2
-0.420807	1.44581	86.7925	-2
-0.677519	1.37058	89.1458	-2
-4.4	2.6	51.4038	2
-4.21491	2.49081	49.0451	2
-4.02982	2.38161	46.6864	2
-3.84473	2.27242	44.3278	2
-3.65965	2.16322	41.9691	2
-3.47456	2.05403	39.6105	2
-3.28947	1.94483	37.2518	2
-3.10438	1.83564	34.8932	2
-2.91929	1.72644	32.5345	2
-2.7342	1.61725	30.1759	2
-2.54911	1.50806	27.8172	2
-2.36402	1.39886	25.4586	2
-2.17894	1.28967	23.0999	2
-1.99385	1.18047	20.7413	2
-1.80876	1.07128	18.3826	2
-1.62367	0.962083	16.024	2
-1.43858	0.852889	13.6653	2
-1.25349	0.743695	11.3067	2
-1.0684	0.6345	8.94802	2
-0.883314	0.525306	6.58937	2
2.8	0.2	53.1463	2
2.76163	1.93693	51.5366	2
2.72326	3.67386	49.9269	2
2.68489	5.41079	48.3173	2
2.64651	7.14772	46.7076	2
2.60814	8.88465	45.0979	2
2.56977	10.6216	43.4883	2
2.5314	12.3585	41.8786	2
2.49303	14.0954	40.2689	2
2.45466	15.8324	38.6593	2
2.41629	17.5693	37.0496	2
2.37792	19.3062	35.4399	2
2.33954	21.0432	33.8303	2
2.30117	22.7801	32.2206	2
2.2628	24.517	30.6109	2
2.22443	26.2539	29.0013	2
2.18606	27.9909	27.3916	2
2.14769	29.7278	25.7819	2
2.10932	31.4647	24.1723	2
2.07095	33.2017	22.5626	2
-4.8	-0.8	32.5847	2
-3.02619	-0.527323	34.1303	2
-1.25237	-0.254646	35.6758	2
0.521441	0.0180306	37.2213	2
2.29525	0.290707	38.7669	2
4.06907	0.563384	40.3124	2
5.84288	0.836061	41.8579	2
7.61669	1.10874	43.4034	2
9.39051	1.38141	44.949	2
11.1643	1.65409	46.4945	2
12.9381	1.92677	48.04	2
14.7119	2.19945	49.5855	2
16.4858	2.47212	51.1311	2
18.2596	2.7448	52.6766	2
20.0334	3.01748	54.2221	2
21.8072	3.29015	55.7676	2
23.581	3.56283	57.3132	2
25.3548	3.83551	58.8587	2
27.1286	4.10818	60.4042	2
28.9025	4.38086	61.9497	2
-0.4	-1.2	49.1385	2
-2.46842	-2.29968	48.7896	2
-4.53684	-3.39936	48.4406	2
-6.60526	-4.49905	48.0917	2
-8.67368	-5.59873	47.7427	2
-10.7421	-6.69841	47.3938	2
-12.8105	-7.79809	47.0448	2
-14.8789	-8.89778	46.6959	2
-16.9474	-9.99746	46.347	2
-19.0158	-11.0971	45.998	2
-21.0842	-12.1968	45.6491	2
-23.1526	-13.2965	45.3001	2
-25.221	-14.3962	44.9512	2
-27.2894	-15.4959	44.6022	2
-29.3579	-16.5956	44.2533	2
-31.4263	-17.6952	43.9044	2
-33.4947	-18.7949	43.5554	2
-35.5631	-19.8946	43.2065	2
-37.6315	-20.9943	42.8575	2
-39.7	-22.094	42.5086	2
3.6	-0.6	40.7745	-2
3.60457	-0.602633	43.1429	-2
3.60914	-0.605266	45.5113	-2
3.61372	-0.607899	47.8797	-2
3.61829	-0.610532	50.2482	-2
3.62286	-0.613165	52.6166	-2
3.62743	-0.615798	54.985	-2
3.632	-0.618431	57.3534	-2
3.63657	-0.621064	59.7218	-2
3.64115	-0.623697	62.0902	-2
3.64572	-0.62633	64.4587	-2
3.65029	-0.628963	66.8271	-2
3.65486	-0.631596	69.1955	-2
3.65943	-0.634228	71.5639	-2
3.664	-0.636861	73.9323	-2
3.66858	-0.639494	76.3007	-2
3.67315	-0.642127	78.6691	-2
3.67772	-0.64476	81.0376	-2
3.68229	-0.647393	83.406	-2
3.68686	-0.650026	85.7744	-2
-2.4	4.4	43.5625	-2
-2.85403	3.82976	45.816	-2
-3.30805	3.25952	48.0694	-2
-3.76208	2.68929	50.3229	-2
-4.2161	2.11905	52.5764	-2
-4.67013	1.54881	54.8298	-2
-5.12415	0.978571	57.0833	-2
-5.57818	0.408333	59.3368	-2
-6.0322	-0.161905	61.5902	-2
-6.48623	-0.732143	63.8437	-2
-6.94025	-1.30238	66.0972	-2
-7.39428	-1.87262	68.3506	-2
-7.8483	-2.44286	70.6041	-2
-8.30233	-3.0131	72.8576	-2
-8.75635	-3.58333	75.111	-2
-9.21038	-4.15357	77.3645	-2
-9.6644	-4.72381	79.618	-2
-10.1184	-5.29405	81.8714	-2
-10.5725	-5.86429	84.1249	-2
-11.0265	-6.43453	86.3783	-2
0.6	2	31.0165	-2
0.615242	2.05283	33.3843	-2
0.630484	2.10565	35.7521	-2
0.645726	2.15848	38.1198	-2
0.660967	2.21131	40.4876	-2
0.676209	2.26414	42.8554	-2
0.691451	2.31696	45.2232	-2
0.706693	2.36979	47.591	-2
0.721935	2.42262	49.9588	-2
0.737177	2.47544	52.3265	-2
0.752419	2.52827	54.6943	-2
0.767661	2.5811	57.0621	-2
0.782902	2.63392	59.4299	-2
0.798144	2.68675	61.7977	-2
0.813386	2.73958	64.1655	-2
0.828628	2.79241	66.5332	-2
0.84387	2.84523	68.901	-2
0.859112	2.89806	71.2688	-2
0.874354	2.95089	73.6366	-2
0.889596	3.00371	76.0044	-2
-1.4	-4.6	37.4638	2
0.795766	-3.75001	37.7198	2
2.99153	-2.90002	37.9758	2
5.1873	-2.05004	38.2318	2
7.38307	-1.20005	38.4878	2
9.57883	-0.350058	38.7439	2
11.7746	0.49993	38.9999	2
13.9704	1.34992	39.2559	2
16.1661	2.19991	39.5119	2
18.3619	3.04989	39.768	2
20.5577	3.89988	40.024	2
22.7534	4.74987	40.28	2
24.9492	5.59986	40.536	2
27.145	6.44985	40.792	2
29.3407	7.29984	41.0481	2
31.5365	8.14982	41.3041	2
33.7323	8.99981	41.5601	2
35.928	9.8498	41.8161	2
38.1238	10.6998	42.0722	2
40.3196	11.5498	42.3282	2
3.4	-0.4	54.7145	2
4.43647	1.16818	53.2737	2
5.47294	2.73636	51.8329	2
6.50942	4.30454	50.392	2
7.54589	5.87271	48.9512	2
8.58236	7.44089	47.5104	2
9.61883	9.00907	46.0696	2
10.6553	10.5772	44.6288	2
11.6918	12.1454	43.1879	2
12.7282	13.7136	41.7471	2
13.7647	15.2818	40.3063	2
14.8012	16.85	38.8655	2
15.8377	18.4181	37.4247	2
16.8741	19.9863	35.9838	2
17.9106	21.5545	34.543	2
18.9471	23.1227	33.1022	2
19.9836	24.6909	31.6614	2
21.02	26.259	30.2206	2
22.0565	27.8272	28.7798	2
23.093	29.3954	27.3389	2
-1.4	0.6	53.4948	2
-3.73473	0.587012	53.0969	2
-6.06945	0.574023	52.699	2
-8.40418	0.561035	52.3011	2
-10.7389	0.548047	51.9033	2
-13.0736	0.535058	51.5054	2
-15.4084	0.52207	51.1075	2
-17.7431	0.509082	50.7097	2
-20.0778	0.496094	50.3118	2
-22.4125	0.483105	49.9139	2
-24.7473	0.470117	49.516	2
-27.082	0.457129	49.1182	2
-29.4167	0.44414	48.7203	2
-31.7514	0.431152	48.3224	2
-34.0862	0.418164	47.9246	2
-36.4209	0.405175	47.5267	2
-38.7556	0.392187	47.1288	2
-41.0904	0.379199	46.7309	2
-43.4251	0.36621	46.3331	2
-45.7598	0.353222	45.9352	2
-3.6	-2	49.3128	-2
-3.75264	-1.57639	51.638	-2
-3.90528	-1.15278	53.9632	-2
-4.05792	-0.729176	56.2884	-2
-4.21056	-0.305569	58.6137	-2
-4.3632	0.118039	60.9389	-2
-4.51583	0.541647	63.2641	-2
-4.66847	0.965255	65.5893	-2
-4.82111	1.38886	67.9146	-2
-4.97375	1.81247	70.2398	-2
-5.12639	2.23608	72.565	-2
-5.27903	2.65969	74.8902	-2
-5.43167	3.08329	77.2155	-2
-5.58431	3.5069	79.5407	-2
-5.73695	3.93051	81.8659	-2
-5.88959	4.35412	84.1911	-2
-6.04223	4.77773	86.5164	-2
-6.19487	5.20133	88.8416	-2
-6.3475	5.62494	91.1668	-2
-6.50014	6.04855	93.492	-2
3.6	-4.4	39.5548	2
4.26682	-6.19801	38.1648	2
4.93365	-7.99602	36.7749	2
5.60047	-9.79402	35.3849	2
6.26729	-11.592	33.995	2
6.93411	-13.39	32.6051	2
7.60094	-15.188	31.2151	2
8.26776	-16.9861	29.8252	2
8.93458	-18.7841	28.4352	2
9.60141	-20.5821	27.0453	2
10.2682	-22.3801	25.6554	2
10.9351	-24.1781	24.2654	2
11.6019	-25.9761	22.8755	2
12.2687	-27.7741	21.4855	2
12.9355	-29.5721	20.0956	2
13.6023	-31.3701	18.7057	2
14.2692	-33.1681	17.3157	2
14.936	-34.9661	15.9258	2
15.6028	-36.7641	14.5358	2
16.2696	-38.5622	13.1459	2
1.6	-3.6	43.3883	2
2.80413	-5.48817	44.1592	2
4.00827	-7.37634	44.9301	2
5.2124	-9.26451	45.701	2
6.41653	-11.1527	46.4719	2
7.62066	-13.0408	47.2428	2
8.8248	-14.929	48.0137	2
10.0289	-16.8172	48.7846	2
11.2331	-18.7053	49.5555	2
12.4372	-20.5935	50.3264	2
13.6413	-22.4817	51.0973	2
14.8455	-24.3699	51.8683	2
16.0496	-26.258	52.6392	2
17.2537	-28.1462	53.4101	2
18.4579	-30.0344	54.181	2
19.662	-31.9225	54.9519	2
20.8661	-33.8107	55.7228	2
22.0703	-35.6989	56.4937	2
23.2744	-37.587	57.2646	2
24.4785	-39.4752	58.0355	2
-0.4	1.2	33.456	2
-1.07408	0.148113	35.4681	2
-1.74816	-0.903775	37.4802	2
-2.42224	-1.95566	39.4923	2
-3.09632	-3.00755	41.5044	2
-3.7704	-4.05944	43.5165	2
-4.44449	-5.11132	45.5286	2
-5.11857	-6.16321	47.5407	2
-5.79265	-7.2151	49.5528	2
-6.46673	-8.26699	51.5649	2
-7.14081	-9.31887	53.577	2
-7.81489	-10.3708	55.5892	2
-8.48897	-11.4226	57.6013	2
-9.16305	-12.4745	59.6134	2
-9.83713	-13.5264	61.6255	2
-10.5112	-14.5783	63.6376	2
-11.1853	-15.6302	65.6497	2
-11.8594	-16.6821	67.6618	2
-12.5335	-17.734	69.6739	2
-13.2075	-18.7859	71.686	2
-5	-0.4	35.547	2
-6.16847	-2.45956	35.5952	2
-7.33693	-4.51912	35.6434	2
-8.5054	-6.57868	35.6915	2
-9.67387	-8.63824	35.7397	2
-10.8423	-10.6978	35.7879	2
-12.0108	-12.7574	35.8361	2
-13.1793	-14.8169	35.8842	2
-14.3477	-16.8765	35.9324	2
-15.5162	-18.936	35.9806	2
-16.6847	-20.9956	36.0288	2
-17.8531	-23.0551	36.077	2
-19.0216	-25.1147	36.1251	2
-20.1901	-27.1743	36.1733	2
-21.3585	-29.2338	36.2215	2
-22.527	-31.2934	36.2697	2
-23.6955	-33.3529	36.3178	2
-24.8639	-35.4125	36.366	2
-26.0324	-37.4721	36.4142	2
-27.2009	-39.5316	36.4624	2
2.2	-4.8	43.5625	2
1.17333	-6.17704	45.1932	2
0.146662	-7.55407	46.8239	2
-0.880007	-8.93111	48.4546	2
-1.90668	-10.3081	50.0852	2
-2.93335	-11.6852	51.7159	2
-3.96001	-13.0622	53.3466	2
-4.98668	-14.4393	54.9773	2
-6.01335	-15.8163	56.608	2
-7.04002	-17.1933	58.2387	2
-8.06669	-18.5704	59.8694	2
-9.09336	-19.9474	61.5	2
-10.12	-21.3244	63.1307	2
-11.1467	-22.7015	64.7614	2
-12.1734	-24.0785	66.3921	2
-13.2	-25.4556	68.0228	2
-14.2267	-26.8326	69.6535	2
-15.2534	-28.2096	71.2842	2
-16.28	-29.5867	72.9148	2
-17.3067	-30.9637	74.5455	2
1	3.4	42.1685	2
3.29605	3.0068	42.5962	2
5.5921	2.6136	43.024	2
7.88815	2.22039	43.4517	2
10.1842	1.82719	43.8795	2
12.4802	1.43399	44.3072	2
14.7763	1.04079	44.735	2
17.0723	0.647584	45.1627	2
19.3684	0.254382	45.5905	2
21.6644	-0.138821	46.0182	2
23.9605	-0.532023	46.4459	2
26.2565	-0.925225	46.8737	2
28.5526	-1.31843	47.3014	2
30.8486	-1.71163	47.7292	2
33.1447	-2.10483	48.1569	2
35.4407	-2.49803	48.5847	2
37.7368	-2.89124	49.0124	2
40.0328	-3.28444	49.4401	2
42.3289	-3.67764	49.8679	2
44.6249	-4.07084	50.2956	2
1.8	-1.4	33.1075	2
3.4475	-1.69421	31.4316	2
5.095	-1.98841	29.7557	2
6.74249	-2.28262	28.0798	2
8.38999	-2.57683	26.4039	2
10.0375	-2.87103	24.728	2
11.685	-3.16524	23.0522	2
13.3325	-3.45945	21.3763	2
14.98	-3.75365	19.7004	2
16.6275	-4.04786	18.0245	2
18.275	-4.34207	16.3486	2
19.9225	-4.63627	14.6727	2
21.57	-4.93048	12.9968	2
23.2175	-5.22469	11.3209	2
24.865	-5.5189	9.64502	2
26.5125	-5.8131	7.96913	2
28.16	-6.10731	6.29324	2
29.8075	-6.40152	4.61735	2
31.455	-6.69572	2.94146	2
33.1025	-6.98993	1.26557	2
-1.8	0	44.0853	2
-3.30594	-1.38049	45.2835	2
-4.81187	-2.76098	46.4818	2
-6.31781	-4.14147	47.68	2
-7.82375	-5.52195	48.8783	2
-9.32968	-6.90244	50.0765	2
-10.8356	-8.28293	51.2748	2
-12.3416	-9.66342	52.4731	2
-13.8475	-11.0439	53.6713	2
-15.3534	-12.4244	54.8696	2
-16.8594	-13.8049	56.0678	2
-18.3653	-15.1854	57.2661	2
-19.8712	-16.5659	58.4644	2
-21.3772	-17.9463	59.6626	2
-22.8831	-19.3268	60.8609	2
-24.389	-20.7073	62.0591	2
-25.895	-22.0878	63.2574	2
-27.4009	-23.4683	64.4557	2
-28.9069	-24.8488	65.6539	2
-30.4128	-26.2293	66.8522	2
-3.2	1.6	43.0398	2
-2.05508	2.49616	44.9094	2
-0.910157	3.39232	46.779	2
0.234765	4.28848	48.6486	2
1.37969	5.18464	50.5182	2
2.52461	6.0808	52.3878	2
3.66953	6.97696	54.2575	2
4.81445	7.87312	56.1271	2
5.95937	8.76928	57.9967	2
7.1043	9.66544	59.8663	2
8.24922	10.5616	61.7359	2
9.39414	11.4578	63.6055	2
10.5391	12.3539	65.4752	2
11.684	13.2501	67.3448	2
12.8289	14.1462	69.2144	2
13.9738	15.0424	71.084	2
15.1187	15.9386	72.9536	2
16.2637	16.8347	74.8233	2
17.4086	17.7309	76.6929	2
18.5535	18.627	78.5625	2
1.8	-0.8	52.1008	2
4.01644	0.00243889	52.3308	2
6.23287	0.804878	52.5608	2
8.44931	1.60732	52.7909	2
10.6657	2.40976	53.0209	2
12.8822	3.21219	53.251	2
15.0986	4.01463	53.481	2
17.3151	4.81707	53.711	2
19.5315	5.61951	53.9411	2
21.7479	6.42195	54.1711	2
23.9644	7.22439	54.4012	2
26.1808	8.02683	54.6312	2
28.3972	8.82927	54.8613	2
30.6137	9.63171	55.0913	2
32.8301	10.4341	55.3213	2
35.0465	11.2366	55.5514	2
37.263	12.039	55.7814	2
39.4794	12.8415	56.0115	2
41.6959	13.6439	56.2415	2
43.9123	14.4463	56.4716	2
-3.6	-4	49.487	2
-1.5153	-3.83566	48.3751	2
0.56941	-3.67131	47.2631	2
2.65411	-3.50697	46.1512	2
4.73882	-3.34262	45.0392	2
6.82352	-3.17828	43.9273	2
8.90823	-3.01393	42.8154	2
10.9929	-2.84959	41.7034	2
13.0776	-2.68524	40.5915	2
15.1623	-2.5209	39.4795	2
17.247	-2.35655	38.3676	2
19.3318	-2.19221	37.2556	2
21.4165	-2.02786	36.1437	2
23.5012	-1.86352	35.0318	2
25.5859	-1.69917	33.9198	2
27.6706	-1.53483	32.8079	2
29.7553	-1.37048	31.6959	2
31.84	-1.20614	30.584	2
33.9247	-1.04179	29.4721	2
36.0094	-0.877447	28.3601	2
0.2	3	37.4638	2
0.187623	1.09858	36.0517	2
0.175245	-0.802831	34.6397	2
0.162868	-2.70425	33.2276	2
0.150491	-4.60566	31.8156	2
0.138113	-6.50708	30.4035	2
0.125736	-8.40849	28.9915	2
0.113359	-10.3099	27.5794	2
0.100982	-12.2113	26.1674	2
0.0886042	-14.1127	24.7553	2
0.0762269	-16.0142	23.3433	2
0.0638496	-17.9156	21.9312	2
0.0514723	-19.817	20.5192	2
0.0390949	-21.7184	19.1071	2
0.0267176	-23.6198	17.6951	2
0.0143403	-25.5212	16.283	2
0.001963	-27.4226	14.871	2
-0.0104143	-29.3241	13.4589	2
-0.0227916	-31.2255	12.0469	2
-0.0351689	-33.1269	10.6348	2
-3.8	1	46.002	2
-4.0636	1.03361	43.6485	2
-4.32721	1.06722	41.2951	2
-4.59081	1.10083	38.9416	2
-4.85441	1.13444	36.5881	2
-5.11802	1.16805	34.2347	2
-5.38162	1.20167	31.8812	2
-5.64523	1.23528	29.5277	2
-5.90883	1.26889	27.1743	2
-6.17243	1.3025	24.8208	2
-6.43604	1.33611	22.4673	2
-6.69964	1.36972	20.1139	2
-6.96324	1.40333	17.7604	2
-7.22685	1.43694	15.4069	2
-7.49045	1.47055	13.0535	2
-7.75405	1.50416	10.7	2
-8.01766	1.53778	8.34655	2
-8.28126	1.57139	5.99308	2
-8.54487	1.605	3.63961	2
-8.80847	1.63861	1.28615	2
-2	0.4	48.4415	2
-3.51606	-1.38626	48.0947	2
-5.03211	-3.17252	47.7479	2
-6.54817	-4.95879	47.4012	2
-8.06423	-6.74505	47.0544	2
-9.58029	-8.53131	46.7076	2
-11.0963	-10.3176	46.3608	2
-12.6124	-12.1038	46.014	2
-14.1285	-13.8901	45.6673	2
-15.6445	-15.6764	45.3205	2
-17.1606	-17.4626	44.9737	2
-18.6766	-19.2489	44.6269	2
-20.1927	-21.0351	44.2801	2
-21.7087	-22.8214	43.9334	2
-23.2248	-24.6077	43.5866	2
-24.7409	-26.3939	43.2398	2
-26.2569	-28.1802	42.893	2
-27.773	-29.9665	42.5463	2
-29.289	-31.7527	42.1995	2
-30.8051	-33.539	41.8527	2
1.6	2.2	36.0698	2
1.24126	2.13835	33.7295	2
0.882524	2.07671	31.3892	2
0.523787	2.01506	29.0489	2
0.165049	1.95341	26.7086	2
-0.193689	1.89176	24.3683	2
-0.552427	1.83012	22.0281	2
-0.911164	1.76847	19.6878	2
-1.2699	1.70682	17.3475	2
-1.62864	1.64517	15.0072	2
-1.98738	1.58353	12.6669	2
-2.34612	1.52188	10.3266	2
-2.70485	1.46023	7.98635	2
-3.06359	1.39858	5.64607	2
-3.42233	1.33694	3.30579	2
-3.78107	1.27529	0.965503	2
-4.1398	1.21364	-1.37478	2
-4.49854	1.152	-3.71506	2
-4.85728	1.09035	-6.05535	2
-5.21602	1.0287	-8.39563	2
0.4	3.4	35.0243	2
0.861574	4.18396	37.211	2
1.32315	4.96791	39.3977	2
1.78472	5.75187	41.5844	2
2.2463	6.53582	43.7712	2
2.70787	7.31978	45.9579	2
3.16944	8.10373	48.1446	2
3.63102	8.88769	50.3314	2
4.09259	9.67164	52.5181	2
4.55417	10.4556	54.7048	2
5.01574	11.2396	56.8915	2
5.47731	12.0235	59.0783	2
5.93889	12.8075	61.265	2
6.40046	13.5914	63.4517	2
6.86204	14.3754	65.6385	2
7.32361	15.1593	67.8252	2
7.78518	15.9433	70.0119	2
8.24676	16.7272	72.1986	2
8.70833	17.5112	74.3854	2
9.16991	18.2952	76.5721	2
-1.4	4.6	51.9265	2
-1.45896	2.6938	53.3309	2
-1.51791	0.787596	54.7353	2
